,number,value,datetime_start,datetime_complete,duration,params_class_weight,params_max_depth,params_max_features,params_n_estimators,state
532,532,0.1670921311698011,2022-12-01 22:04:40.243690,2022-12-01 22:04:49.081638,0 days 00:00:08.837948,"{0: 1, 1: 100}",1.0,1.0,410,COMPLETE
533,533,0.02807106256742179,2022-12-01 22:04:49.298958,2022-12-01 22:04:59.435057,0 days 00:00:10.136099,,29.0,0.7,460,COMPLETE
534,534,0.16163006626598858,2022-12-01 22:04:59.648907,2022-12-01 22:05:06.876967,0 days 00:00:07.228060,"{0: 1, 1: 100}",34.0,,160,COMPLETE
535,535,0.17811161195869935,2022-12-01 22:05:07.089879,2022-12-01 22:05:18.912576,0 days 00:00:11.822697,"{0: 1, 1: 100}",30.0,0.9,760,COMPLETE
536,536,0.235536187113857,2022-12-01 22:05:19.122253,2022-12-01 22:05:30.992649,0 days 00:00:11.870396,"{0: 1, 1: 100}",4.0,0.9,810,COMPLETE
537,537,0.2387361084710813,2022-12-01 22:05:31.212011,2022-12-01 22:05:38.776420,0 days 00:00:07.564409,"{0: 1, 1: 100}",9.0,sqrt,260,COMPLETE
538,538,0.05498247033441207,2022-12-01 22:05:38.998334,2022-12-01 22:05:46.180308,0 days 00:00:07.181974,,19.0,sqrt,60,COMPLETE
539,539,0.0427588996763754,2022-12-01 22:05:46.395528,2022-12-01 22:05:54.602121,0 days 00:00:08.206593,,17.0,,210,COMPLETE
540,540,0.14978427202144812,2022-12-01 22:05:54.819990,2022-12-01 22:06:05.353565,0 days 00:00:10.533575,"{0: 1, 1: 100}",32.0,log2,860,COMPLETE
541,541,0.06842098166127293,2022-12-01 22:06:05.568239,2022-12-01 22:06:15.611948,0 days 00:00:10.043709,"{0: 1, 1: 10}",11.0,,360,COMPLETE
542,542,0.11259198495804079,2022-12-01 22:06:15.832679,2022-12-01 22:06:24.328818,0 days 00:00:08.496139,,29.0,log2,460,COMPLETE
543,543,0.0983963945978509,2022-12-01 22:06:24.547998,2022-12-01 22:06:41.060276,0 days 00:00:16.512278,"{0: 1, 1: 10}",23.0,,910,COMPLETE
544,544,0.1801420352391226,2022-12-01 22:06:41.275966,2022-12-01 22:06:53.890366,0 days 00:00:12.614400,balanced,25.0,0.9,860,COMPLETE
545,545,0.14603536420943314,2022-12-01 22:06:54.101852,2022-12-01 22:07:03.548939,0 days 00:00:09.447087,"{0: 1, 1: 100}",28.0,sqrt,810,COMPLETE
546,546,0.13182062133880285,2022-12-01 22:07:03.761667,2022-12-01 22:07:11.567699,0 days 00:00:07.806032,,9.0,sqrt,360,COMPLETE
547,547,0.060432847896440135,2022-12-01 22:07:11.785755,2022-12-01 22:07:18.905078,0 days 00:00:07.119323,"{0: 1, 1: 10}",10.0,0.6,110,COMPLETE
548,548,0.132877056640245,2022-12-01 22:07:19.115450,2022-12-01 22:07:28.275769,0 days 00:00:09.160319,"{0: 1, 1: 10}",30.0,log2,610,COMPLETE
549,549,0.10641508707042688,2022-12-01 22:07:28.499470,2022-12-01 22:07:45.514258,0 days 00:00:17.014788,"{0: 1, 1: 10}",24.0,1.0,960,COMPLETE
550,550,0.10790256657191417,2022-12-01 22:07:45.742317,2022-12-01 22:07:55.532196,0 days 00:00:09.789879,"{0: 1, 1: 10}",,sqrt,810,COMPLETE
551,551,0.18103296281202091,2022-12-01 22:07:55.750073,2022-12-01 22:08:02.681625,0 days 00:00:06.931552,"{0: 1, 1: 100}",7.0,log2,10,COMPLETE
552,552,0.1753119702573586,2022-12-01 22:08:02.860402,2022-12-01 22:08:10.465425,0 days 00:00:07.605023,balanced,12.0,0.7,260,COMPLETE
553,553,0.1754230235783634,2022-12-01 22:08:10.678361,2022-12-01 22:08:17.799950,0 days 00:00:07.121589,balanced,38.0,0.6,60,COMPLETE
554,554,0.07769012944983819,2022-12-01 22:08:18.012869,2022-12-01 22:08:24.866636,0 days 00:00:06.853767,"{0: 1, 1: 100}",17.0,0.7,10,COMPLETE
555,555,0.15171328125112787,2022-12-01 22:08:25.082494,2022-12-01 22:08:34.899019,0 days 00:00:09.816525,balanced,34.0,log2,760,COMPLETE
556,556,0.10786785266154197,2022-12-01 22:08:35.111012,2022-12-01 22:08:42.280359,0 days 00:00:07.169347,balanced,34.0,sqrt,110,COMPLETE
557,557,0.014563106796116504,2022-12-01 22:08:42.502697,2022-12-01 22:08:51.123660,0 days 00:00:08.620963,,24.0,0.7,310,COMPLETE
558,558,0.048662351672060414,2022-12-01 22:08:51.338943,2022-12-01 22:09:03.411673,0 days 00:00:12.072730,,18.0,0.8,610,COMPLETE
559,559,0.1740520817280526,2022-12-01 22:09:03.627975,2022-12-01 22:09:16.898673,0 days 00:00:13.270698,"{0: 1, 1: 100}",10.0,1.0,910,COMPLETE
560,560,0.11112733296094932,2022-12-01 22:09:17.115754,2022-12-01 22:09:26.055520,0 days 00:00:08.939766,"{0: 1, 1: 10}",32.0,sqrt,660,COMPLETE
561,561,0.0691875353161761,2022-12-01 22:09:26.271784,2022-12-01 22:09:33.195602,0 days 00:00:06.923818,"{0: 1, 1: 10}",1.0,1.0,10,COMPLETE
562,562,0.09656051674862356,2022-12-01 22:09:33.396977,2022-12-01 22:09:48.591442,0 days 00:00:15.194465,"{0: 1, 1: 10}",22.0,1.0,810,COMPLETE
563,563,0.13711311367624918,2022-12-01 22:09:48.812152,2022-12-01 22:09:57.340622,0 days 00:00:08.528470,"{0: 1, 1: 100}",29.0,log2,460,COMPLETE
564,564,0.1141719511713162,2022-12-01 22:09:57.552896,2022-12-01 22:10:05.849055,0 days 00:00:08.296159,,19.0,sqrt,510,COMPLETE
565,565,0.1509179208832263,2022-12-01 22:10:06.067104,2022-12-01 22:10:15.900836,0 days 00:00:09.833732,"{0: 1, 1: 100}",30.0,sqrt,910,COMPLETE
566,566,0.2379623500138206,2022-12-01 22:10:16.126993,2022-12-01 22:10:25.777539,0 days 00:00:09.650546,balanced,20.0,log2,710,COMPLETE
567,567,0.2897123015873016,2022-12-01 22:10:25.998405,2022-12-01 22:10:36.873643,0 days 00:00:10.875238,"{0: 1, 1: 100}",9.0,log2,910,COMPLETE
568,568,0.031334951456310677,2022-12-01 22:10:37.089958,2022-12-01 22:10:54.517850,0 days 00:00:17.427892,,9.0,1.0,960,COMPLETE
569,569,0.15283171521035602,2022-12-01 22:10:54.731708,2022-12-01 22:11:01.738064,0 days 00:00:07.006356,"{0: 1, 1: 100}",35.0,0.7,10,COMPLETE
570,570,0.022653721682847898,2022-12-01 22:11:01.955054,2022-12-01 22:11:08.874441,0 days 00:00:06.919387,"{0: 1, 1: 10}",16.0,0.6,10,COMPLETE
571,571,0.025640507011866237,2022-12-01 22:11:09.089254,2022-12-01 22:11:21.524205,0 days 00:00:12.434951,,7.0,0.7,710,COMPLETE
572,572,0.1323066278830842,2022-12-01 22:11:21.738536,2022-12-01 22:11:34.635663,0 days 00:00:12.897127,"{0: 1, 1: 10}",8.0,0.9,660,COMPLETE
573,573,0.14283196366774906,2022-12-01 22:11:34.847870,2022-12-01 22:11:43.851306,0 days 00:00:09.003436,"{0: 1, 1: 100}",28.0,log2,560,COMPLETE
574,574,0.0776517953459701,2022-12-01 22:11:44.075000,2022-12-01 22:11:53.440213,0 days 00:00:09.365213,"{0: 1, 1: 10}",13.0,0.8,360,COMPLETE
575,575,0.024077669902912623,2022-12-01 22:11:53.654718,2022-12-01 22:12:00.626036,0 days 00:00:06.971318,,24.0,0.8,10,COMPLETE
576,576,0.17188604433143265,2022-12-01 22:12:00.843319,2022-12-01 22:12:08.482301,0 days 00:00:07.638982,"{0: 1, 1: 100}",26.0,0.7,260,COMPLETE
577,577,0.10447064262598245,2022-12-01 22:12:08.703682,2022-12-01 22:12:24.461047,0 days 00:00:15.757365,"{0: 1, 1: 10}",19.0,1.0,860,COMPLETE
578,578,0.1495249011147069,2022-12-01 22:12:24.676416,2022-12-01 22:12:33.250110,0 days 00:00:08.573694,balanced,34.0,0.7,410,COMPLETE
579,579,0.05522586299892125,2022-12-01 22:12:33.464068,2022-12-01 22:12:43.479327,0 days 00:00:10.015259,"{0: 1, 1: 10}",14.0,,360,COMPLETE
580,580,0.06799901756819232,2022-12-01 22:12:43.695150,2022-12-01 22:12:53.589135,0 days 00:00:09.893985,"{0: 1, 1: 10}",27.0,0.8,410,COMPLETE
581,581,0.17347728615325703,2022-12-01 22:12:53.811031,2022-12-01 22:13:05.140814,0 days 00:00:11.329783,balanced,8.0,0.7,810,COMPLETE
582,582,0.045084951456310675,2022-12-01 22:13:05.360010,2022-12-01 22:13:12.536021,0 days 00:00:07.176011,"{0: 1, 1: 10}",23.0,0.9,110,COMPLETE
583,583,0.21838996763754048,2022-12-01 22:13:12.750050,2022-12-01 22:13:19.690774,0 days 00:00:06.940724,balanced,5.0,,10,COMPLETE
584,584,0.26381537444037445,2022-12-01 22:13:19.898774,2022-12-01 22:13:29.744303,0 days 00:00:09.845529,"{0: 1, 1: 100}",18.0,log2,710,COMPLETE
585,585,0.17097402013664148,2022-12-01 22:13:29.968577,2022-12-01 22:13:42.052785,0 days 00:00:12.084208,"{0: 1, 1: 100}",13.0,0.9,810,COMPLETE
586,586,0.152440925669081,2022-12-01 22:13:42.268354,2022-12-01 22:13:50.964759,0 days 00:00:08.696405,"{0: 1, 1: 100}",37.0,0.6,460,COMPLETE
587,587,0.16608976087738223,2022-12-01 22:13:51.181339,2022-12-01 22:14:04.169070,0 days 00:00:12.987731,"{0: 1, 1: 100}",39.0,,860,COMPLETE
588,588,0.014563106796116504,2022-12-01 22:14:04.385477,2022-12-01 22:14:13.800121,0 days 00:00:09.414644,,29.0,0.8,360,COMPLETE
589,589,0.17812284892381977,2022-12-01 22:14:14.021043,2022-12-01 22:14:23.541116,0 days 00:00:09.520073,"{0: 1, 1: 100}",,0.7,560,COMPLETE
590,590,0.20707659115426105,2022-12-01 22:14:23.761507,2022-12-01 22:14:32.588032,0 days 00:00:08.826525,"{0: 1, 1: 100}",2.0,0.9,410,COMPLETE
591,591,0.16499714260029794,2022-12-01 22:14:32.804855,2022-12-01 22:14:41.196447,0 days 00:00:08.391592,balanced,17.0,0.9,310,COMPLETE
592,592,0.2676818783068783,2022-12-01 22:14:41.409944,2022-12-01 22:14:51.491781,0 days 00:00:10.081837,balanced,2.0,sqrt,760,COMPLETE
593,593,0.09528740946216675,2022-12-01 22:14:51.706001,2022-12-01 22:15:05.298273,0 days 00:00:13.592272,"{0: 1, 1: 10}",30.0,1.0,660,COMPLETE
594,594,0.026820388349514564,2022-12-01 22:15:05.523461,2022-12-01 22:15:13.914128,0 days 00:00:08.390667,,23.0,1.0,210,COMPLETE
595,595,0.08239520727384805,2022-12-01 22:15:14.128210,2022-12-01 22:15:24.147352,0 days 00:00:10.019142,"{0: 1, 1: 10}",34.0,0.6,510,COMPLETE
596,596,0.1896751232855602,2022-12-01 22:15:24.362809,2022-12-01 22:15:34.351544,0 days 00:00:09.988735,balanced,7.0,,510,COMPLETE
597,597,0.07803937432578209,2022-12-01 22:15:34.565677,2022-12-01 22:15:46.355387,0 days 00:00:11.789710,"{0: 1, 1: 10}",22.0,1.0,510,COMPLETE
598,598,0.17629212256639443,2022-12-01 22:15:46.571050,2022-12-01 22:15:54.117829,0 days 00:00:07.546779,"{0: 1, 1: 100}",28.0,1.0,210,COMPLETE
599,599,0.17127430395027482,2022-12-01 22:15:54.333490,2022-12-01 22:16:06.452173,0 days 00:00:12.118683,"{0: 1, 1: 100}",16.0,1.0,760,COMPLETE
600,600,0.17501306698515434,2022-12-01 22:16:06.669709,2022-12-01 22:16:19.253386,0 days 00:00:12.583677,"{0: 1, 1: 100}",32.0,,810,COMPLETE
601,601,0.09097630520110436,2022-12-01 22:16:19.465898,2022-12-01 22:16:28.133810,0 days 00:00:08.667912,"{0: 1, 1: 10}",36.0,sqrt,560,COMPLETE
602,602,0.15987343966712897,2022-12-01 22:16:28.349081,2022-12-01 22:16:37.245501,0 days 00:00:08.896420,balanced,31.0,,360,COMPLETE
603,603,0.2813771182521182,2022-12-01 22:16:37.460188,2022-12-01 22:16:44.733303,0 days 00:00:07.273115,balanced,7.0,sqrt,160,COMPLETE
604,604,0.1730606089690792,2022-12-01 22:16:44.946344,2022-12-01 22:16:52.322813,0 days 00:00:07.376469,balanced,23.0,log2,210,COMPLETE
605,605,0.13737621964713215,2022-12-01 22:16:52.537981,2022-12-01 22:17:00.459357,0 days 00:00:07.921376,balanced,32.0,log2,360,COMPLETE
606,606,0.18343237915446653,2022-12-01 22:17:00.675663,2022-12-01 22:17:12.395393,0 days 00:00:11.719730,"{0: 1, 1: 100}",31.0,,710,COMPLETE
607,607,0.18399454846663582,2022-12-01 22:17:12.614922,2022-12-01 22:17:24.828275,0 days 00:00:12.213353,balanced,14.0,1.0,760,COMPLETE
608,608,0.06036407766990291,2022-12-01 22:17:25.046079,2022-12-01 22:17:37.408983,0 days 00:00:12.362904,,10.0,0.7,710,COMPLETE
609,609,0.15800839240766423,2022-12-01 22:17:37.622058,2022-12-01 22:17:47.393142,0 days 00:00:09.771084,"{0: 1, 1: 100}",13.0,,460,COMPLETE
610,610,0.03633495145631068,2022-12-01 22:17:47.607910,2022-12-01 22:17:54.996003,0 days 00:00:07.388093,"{0: 1, 1: 10}",24.0,1.0,110,COMPLETE
611,611,0.1498220225841554,2022-12-01 22:17:55.221196,2022-12-01 22:18:06.335989,0 days 00:00:11.114793,,1.0,0.7,910,COMPLETE
612,612,0.18379141624287254,2022-12-01 22:18:06.550740,2022-12-01 22:18:13.663813,0 days 00:00:07.113073,balanced,27.0,0.7,60,COMPLETE
613,613,0.1682636962552011,2022-12-01 22:18:13.881030,2022-12-01 22:18:23.654292,0 days 00:00:09.773262,balanced,38.0,0.9,510,COMPLETE
614,614,0.11659795834256911,2022-12-01 22:18:23.873800,2022-12-01 22:18:33.130589,0 days 00:00:09.256789,"{0: 1, 1: 100}",31.0,sqrt,710,COMPLETE
615,615,0.059425566343042066,2022-12-01 22:18:33.354746,2022-12-01 22:18:40.267203,0 days 00:00:06.912457,balanced,29.0,sqrt,10,COMPLETE
616,616,0.19124248728617663,2022-12-01 22:18:40.489202,2022-12-01 22:18:47.608439,0 days 00:00:07.119237,balanced,8.0,0.9,60,COMPLETE
617,617,0.18076902578722967,2022-12-01 22:18:47.827272,2022-12-01 22:19:00.692094,0 days 00:00:12.864822,"{0: 1, 1: 100}",29.0,0.9,910,COMPLETE
618,618,0.10213727076591154,2022-12-01 22:19:00.914108,2022-12-01 22:19:09.792067,0 days 00:00:08.877959,"{0: 1, 1: 10}",22.0,,260,COMPLETE
619,619,0.04008495145631068,2022-12-01 22:19:10.019445,2022-12-01 22:19:16.979932,0 days 00:00:06.960487,,39.0,log2,10,COMPLETE
620,620,0.19271068002046265,2022-12-01 22:19:17.198454,2022-12-01 22:19:25.775075,0 days 00:00:08.576621,"{0: 1, 1: 100}",1.0,0.7,460,COMPLETE
621,621,0.11106023963339307,2022-12-01 22:19:25.993918,2022-12-01 22:19:34.452886,0 days 00:00:08.458968,"{0: 1, 1: 100}",38.0,log2,460,COMPLETE
622,622,0.285192458566245,2022-12-01 22:19:34.658704,2022-12-01 22:19:41.759646,0 days 00:00:07.100942,balanced,3.0,0.6,110,COMPLETE
623,623,0.11994808542948779,2022-12-01 22:19:41.986079,2022-12-01 22:19:50.976854,0 days 00:00:08.990775,"{0: 1, 1: 10}",12.0,sqrt,610,COMPLETE
624,624,0.014563106796116504,2022-12-01 22:19:51.193622,2022-12-01 22:19:59.526335,0 days 00:00:08.332713,,11.0,0.6,310,COMPLETE
625,625,0.15679194861233695,2022-12-01 22:19:59.748891,2022-12-01 22:20:10.264028,0 days 00:00:10.515137,"{0: 1, 1: 100}",22.0,0.6,760,COMPLETE
626,626,0.12775553353205693,2022-12-01 22:20:10.479270,2022-12-01 22:20:20.151936,0 days 00:00:09.672666,,10.0,sqrt,860,COMPLETE
627,627,0.15743893512097396,2022-12-01 22:20:20.380258,2022-12-01 22:20:28.771808,0 days 00:00:08.391550,"{0: 1, 1: 100}",17.0,0.6,410,COMPLETE
628,628,0.09272258822622902,2022-12-01 22:20:28.990296,2022-12-01 22:20:38.579530,0 days 00:00:09.589234,"{0: 1, 1: 10}",23.0,0.6,460,COMPLETE
629,629,0.039981121898597614,2022-12-01 22:20:38.793956,2022-12-01 22:20:56.237428,0 days 00:00:17.443472,,23.0,,960,COMPLETE
630,630,0.01932038834951456,2022-12-01 22:20:56.452727,2022-12-01 22:21:05.401874,0 days 00:00:08.949147,,15.0,,260,COMPLETE
631,631,0.18804735111167148,2022-12-01 22:21:05.613912,2022-12-01 22:21:17.463676,0 days 00:00:11.849764,balanced,26.0,0.8,810,COMPLETE
632,632,0.149917586976692,2022-12-01 22:21:17.688346,2022-12-01 22:21:28.091085,0 days 00:00:10.402739,"{0: 1, 1: 10}",2.0,0.7,560,COMPLETE
633,633,0.12046732932655264,2022-12-01 22:21:28.311283,2022-12-01 22:21:39.593579,0 days 00:00:11.282296,"{0: 1, 1: 10}",15.0,0.9,510,COMPLETE
634,634,0.02122052704576976,2022-12-01 22:21:39.820936,2022-12-01 22:21:51.072901,0 days 00:00:11.251965,,35.0,0.6,660,COMPLETE
635,635,0.25709325396825394,2022-12-01 22:21:51.295628,2022-12-01 22:22:01.229756,0 days 00:00:09.934128,"{0: 1, 1: 10}",6.0,sqrt,960,COMPLETE
636,636,0.014563106796116504,2022-12-01 22:22:01.446059,2022-12-01 22:22:08.455610,0 days 00:00:07.009551,,25.0,0.6,60,COMPLETE
637,637,0.15964459084604715,2022-12-01 22:22:08.669832,2022-12-01 22:22:15.730181,0 days 00:00:07.060349,"{0: 1, 1: 100}",,0.7,60,COMPLETE
638,638,0.1898258591462475,2022-12-01 22:22:15.951123,2022-12-01 22:22:23.472572,0 days 00:00:07.521449,balanced,11.0,0.9,210,COMPLETE
639,639,0.16796077978116813,2022-12-01 22:22:23.688499,2022-12-01 22:22:34.275218,0 days 00:00:10.586719,balanced,12.0,1.0,560,COMPLETE
640,640,0.09341770688858067,2022-12-01 22:22:34.497450,2022-12-01 22:22:49.655658,0 days 00:00:15.158208,"{0: 1, 1: 10}",37.0,0.9,860,COMPLETE
641,641,0.06925893820311296,2022-12-01 22:22:49.867542,2022-12-01 22:22:59.741633,0 days 00:00:09.874091,"{0: 1, 1: 10}",24.0,0.6,510,COMPLETE
642,642,0.17634307417681203,2022-12-01 22:22:59.969969,2022-12-01 22:23:09.326693,0 days 00:00:09.356724,"{0: 1, 1: 100}",11.0,0.9,460,COMPLETE
643,643,0.02057038834951456,2022-12-01 22:23:09.541700,2022-12-01 22:23:16.568737,0 days 00:00:07.027037,,29.0,0.7,60,COMPLETE
644,644,0.08320013073047053,2022-12-01 22:23:16.785745,2022-12-01 22:23:23.897621,0 days 00:00:07.111876,,11.0,sqrt,110,COMPLETE
645,645,0.16586406424391859,2022-12-01 22:23:24.116029,2022-12-01 22:23:36.286930,0 days 00:00:12.170901,"{0: 1, 1: 100}",16.0,0.7,960,COMPLETE
646,646,0.054764216366158115,2022-12-01 22:23:36.506365,2022-12-01 22:23:44.872731,0 days 00:00:08.366366,,29.0,0.6,310,COMPLETE
647,647,0.17474051366648452,2022-12-01 22:23:45.090577,2022-12-01 22:23:57.734061,0 days 00:00:12.643484,balanced,20.0,,810,COMPLETE
648,648,0.1705506258843637,2022-12-01 22:23:57.954102,2022-12-01 22:24:07.836172,0 days 00:00:09.882070,"{0: 1, 1: 100}",13.0,0.6,660,COMPLETE
649,649,0.13719063406298024,2022-12-01 22:24:08.050694,2022-12-01 22:24:15.730905,0 days 00:00:07.680211,"{0: 1, 1: 100}",25.0,log2,310,COMPLETE
650,650,0.143761138605192,2022-12-01 22:24:15.957858,2022-12-01 22:24:23.242106,0 days 00:00:07.284248,"{0: 1, 1: 10}",9.0,sqrt,110,COMPLETE
651,651,0.11828105209663656,2022-12-01 22:24:23.458678,2022-12-01 22:24:32.163605,0 days 00:00:08.704927,"{0: 1, 1: 100}",37.0,log2,510,COMPLETE
652,652,0.10390648276570605,2022-12-01 22:24:32.381440,2022-12-01 22:24:49.752713,0 days 00:00:17.371273,"{0: 1, 1: 10}",11.0,,960,COMPLETE
653,653,0.1661631222068115,2022-12-01 22:24:49.972696,2022-12-01 22:24:57.085010,0 days 00:00:07.112314,"{0: 1, 1: 100}",29.0,0.7,110,COMPLETE
654,654,0.030501618122977348,2022-12-01 22:24:57.308244,2022-12-01 22:25:04.638389,0 days 00:00:07.330145,"{0: 1, 1: 10}",31.0,0.6,160,COMPLETE
655,655,0.06118219294190168,2022-12-01 22:25:04.854646,2022-12-01 22:25:13.512762,0 days 00:00:08.658116,"{0: 1, 1: 10}",10.0,0.9,260,COMPLETE
656,656,0.06078074433656958,2022-12-01 22:25:13.727747,2022-12-01 22:25:21.082740,0 days 00:00:07.354993,"{0: 1, 1: 10}",19.0,0.7,160,COMPLETE
657,657,0.02057038834951456,2022-12-01 22:25:21.307440,2022-12-01 22:25:31.247010,0 days 00:00:09.939570,,20.0,0.8,410,COMPLETE
658,658,0.24346336533836527,2022-12-01 22:25:31.466475,2022-12-01 22:25:41.078023,0 days 00:00:09.611548,"{0: 1, 1: 10}",16.0,log2,660,COMPLETE
659,659,0.1843880027739251,2022-12-01 22:25:41.299062,2022-12-01 22:25:48.404163,0 days 00:00:07.105101,balanced,13.0,0.8,110,COMPLETE
660,660,0.1749607990445369,2022-12-01 22:25:48.620171,2022-12-01 22:25:59.885222,0 days 00:00:11.265051,balanced,12.0,,660,COMPLETE
661,661,0.1128481562828916,2022-12-01 22:26:00.105857,2022-12-01 22:26:07.427699,0 days 00:00:07.321842,"{0: 1, 1: 100}",25.0,log2,160,COMPLETE
662,662,0.06025562490368315,2022-12-01 22:26:07.644626,2022-12-01 22:26:18.456615,0 days 00:00:10.811989,"{0: 1, 1: 10}",36.0,0.9,460,COMPLETE
663,663,0.17064397441824627,2022-12-01 22:26:18.666336,2022-12-01 22:26:27.470681,0 days 00:00:08.804345,balanced,30.0,1.0,360,COMPLETE
664,664,0.10856143102854383,2022-12-01 22:26:27.688232,2022-12-01 22:26:35.248016,0 days 00:00:07.559784,,28.0,log2,210,COMPLETE
665,665,0.18194958134278522,2022-12-01 22:26:35.475767,2022-12-01 22:26:47.253744,0 days 00:00:11.777977,balanced,8.0,,710,COMPLETE
666,666,0.1144983818770227,2022-12-01 22:26:47.476505,2022-12-01 22:26:56.202777,0 days 00:00:08.726272,"{0: 1, 1: 10}",8.0,,260,COMPLETE
667,667,0.11029056590780204,2022-12-01 22:26:56.421944,2022-12-01 22:27:03.865008,0 days 00:00:07.443064,"{0: 1, 1: 10}",28.0,log2,210,COMPLETE
668,668,0.17116450274824063,2022-12-01 22:27:04.086047,2022-12-01 22:27:13.698530,0 days 00:00:09.612483,"{0: 1, 1: 100}",36.0,,460,COMPLETE
669,669,0.1512172347609241,2022-12-01 22:27:13.914031,2022-12-01 22:27:20.947918,0 days 00:00:07.033887,"{0: 1, 1: 100}",29.0,0.6,160,COMPLETE
670,670,0.03074433656957929,2022-12-01 22:27:21.165025,2022-12-01 22:27:28.187174,0 days 00:00:07.022149,,34.0,0.8,60,COMPLETE
671,671,0.15917501412647045,2022-12-01 22:27:28.405197,2022-12-01 22:27:35.641355,0 days 00:00:07.236158,balanced,36.0,0.9,160,COMPLETE
672,672,0.09736018004828684,2022-12-01 22:27:35.858594,2022-12-01 22:27:50.526552,0 days 00:00:14.667958,"{0: 1, 1: 10}",20.0,1.0,760,COMPLETE
673,673,0.17633299525896612,2022-12-01 22:27:50.746839,2022-12-01 22:28:02.662619,0 days 00:00:11.915780,balanced,34.0,0.7,910,COMPLETE
674,674,0.2192227400867107,2022-12-01 22:28:02.856994,2022-12-01 22:28:09.994571,0 days 00:00:07.137577,,1.0,sqrt,110,COMPLETE
675,675,0.10120550888044651,2022-12-01 22:28:10.209397,2022-12-01 22:28:17.955616,0 days 00:00:07.746219,"{0: 1, 1: 100}",34.0,sqrt,360,COMPLETE
676,676,0.17307250732008012,2022-12-01 22:28:18.176092,2022-12-01 22:28:25.248094,0 days 00:00:07.072002,"{0: 1, 1: 100}",25.0,0.7,110,COMPLETE
677,677,0.06519012944983818,2022-12-01 22:28:25.468234,2022-12-01 22:28:32.650476,0 days 00:00:07.182242,"{0: 1, 1: 10}",29.0,,110,COMPLETE
678,678,0.1751129154466533,2022-12-01 22:28:32.852295,2022-12-01 22:28:43.861372,0 days 00:00:11.009077,balanced,38.0,0.7,760,COMPLETE
679,679,0.14256229607219464,2022-12-01 22:28:44.082225,2022-12-01 22:28:53.955911,0 days 00:00:09.873686,"{0: 1, 1: 100}",17.0,sqrt,910,COMPLETE
680,680,0.11031939447417397,2022-12-01 22:28:54.181170,2022-12-01 22:29:03.330588,0 days 00:00:09.149418,"{0: 1, 1: 10}",15.0,sqrt,660,COMPLETE
681,681,0.18140121744490678,2022-12-01 22:29:03.555118,2022-12-01 22:29:10.628295,0 days 00:00:07.073177,"{0: 1, 1: 100}",7.0,0.8,60,COMPLETE
682,682,0.16924830832597826,2022-12-01 22:29:10.843026,2022-12-01 22:29:17.877341,0 days 00:00:07.034315,balanced,1.0,,60,COMPLETE
683,683,0.18523655416859303,2022-12-01 22:29:18.098826,2022-12-01 22:29:25.218857,0 days 00:00:07.120031,"{0: 1, 1: 100}",39.0,0.9,110,COMPLETE
684,684,0.09649310371397748,2022-12-01 22:29:25.436578,2022-12-01 22:29:37.170412,0 days 00:00:11.733834,"{0: 1, 1: 10}",15.0,,510,COMPLETE
685,685,0.12284898075506441,2022-12-01 22:29:37.390183,2022-12-01 22:29:47.606421,0 days 00:00:10.216238,,23.0,log2,810,COMPLETE
686,686,0.16802453210220203,2022-12-01 22:29:47.821959,2022-12-01 22:29:55.208171,0 days 00:00:07.386212,balanced,1.0,,210,COMPLETE
687,687,0.18606919577186568,2022-12-01 22:29:55.429378,2022-12-01 22:30:02.639637,0 days 00:00:07.210259,"{0: 1, 1: 10}",3.0,1.0,110,COMPLETE
688,688,0.2861903477680177,2022-12-01 22:30:02.860015,2022-12-01 22:30:09.874059,0 days 00:00:07.014044,balanced,3.0,0.7,10,COMPLETE
689,689,0.07675683182031998,2022-12-01 22:30:10.091346,2022-12-01 22:30:17.732134,0 days 00:00:07.640788,"{0: 1, 1: 10}",36.0,sqrt,310,COMPLETE
690,690,0.01932038834951456,2022-12-01 22:30:17.953523,2022-12-01 22:30:25.911042,0 days 00:00:07.957519,,39.0,0.8,210,COMPLETE
691,691,0.1617841323545207,2022-12-01 22:30:26.129076,2022-12-01 22:30:36.058133,0 days 00:00:09.929057,balanced,16.0,0.7,610,COMPLETE
692,692,0.19073181342962617,2022-12-01 22:30:36.271954,2022-12-01 22:30:45.303893,0 days 00:00:09.031939,"{0: 1, 1: 100}",13.0,sqrt,660,COMPLETE
693,693,0.16293695741511274,2022-12-01 22:30:45.516386,2022-12-01 22:30:53.525319,0 days 00:00:08.008933,balanced,26.0,1.0,260,COMPLETE
694,694,0.17522473930240917,2022-12-01 22:30:53.740890,2022-12-01 22:31:02.386778,0 days 00:00:08.645888,"{0: 1, 1: 100}",2.0,1.0,360,COMPLETE
695,695,0.16963991801977238,2022-12-01 22:31:02.611307,2022-12-01 22:31:13.906582,0 days 00:00:11.295275,"{0: 1, 1: 100}",10.0,0.7,810,COMPLETE
696,696,0.014563106796116504,2022-12-01 22:31:14.122904,2022-12-01 22:31:27.294525,0 days 00:00:13.171621,,15.0,1.0,610,COMPLETE
697,697,0.014563106796116504,2022-12-01 22:31:27.509070,2022-12-01 22:31:37.537698,0 days 00:00:10.028628,,35.0,0.8,410,COMPLETE
