,number,value,datetime_start,datetime_complete,duration,params_class_weight,params_max_depth,params_max_features,params_n_estimators,state
1150,1150,0.7662447562225306,2022-12-01 04:42:35.074560,2022-12-01 04:42:55.826675,0 days 00:00:20.752115,"{0: 1, 1: 10}",22.0,1.0,960,COMPLETE
1151,1151,0.7684551440415227,2022-12-01 04:42:56.054249,2022-12-01 04:43:16.742140,0 days 00:00:20.687891,"{0: 1, 1: 10}",15.0,1.0,960,COMPLETE
1152,1152,0.7655230588358551,2022-12-01 04:43:16.970850,2022-12-01 04:43:37.558678,0 days 00:00:20.587828,"{0: 1, 1: 10}",22.0,1.0,960,COMPLETE
1153,1153,0.7647649861927979,2022-12-01 04:43:37.788164,2022-12-01 04:43:57.573398,0 days 00:00:19.785234,"{0: 1, 1: 10}",22.0,1.0,910,COMPLETE
1154,1154,0.7685913336533413,2022-12-01 04:43:57.797201,2022-12-01 04:44:18.511028,0 days 00:00:20.713827,"{0: 1, 1: 10}",22.0,1.0,960,COMPLETE
1155,1155,0.7651072278992543,2022-12-01 04:44:18.737583,2022-12-01 04:44:38.594947,0 days 00:00:19.857364,"{0: 1, 1: 10}",22.0,1.0,910,COMPLETE
1156,1156,0.767009020589409,2022-12-01 04:44:38.825881,2022-12-01 04:44:59.365757,0 days 00:00:20.539876,"{0: 1, 1: 10}",22.0,1.0,960,COMPLETE
1157,1157,0.7703648910172737,2022-12-01 04:44:59.588530,2022-12-01 04:45:20.345314,0 days 00:00:20.756784,"{0: 1, 1: 10}",15.0,1.0,960,COMPLETE
1158,1158,0.7708026589581605,2022-12-01 04:45:20.567504,2022-12-01 04:45:40.520405,0 days 00:00:19.952901,"{0: 1, 1: 10}",22.0,1.0,910,COMPLETE
1159,1159,0.7685032573932485,2022-12-01 04:45:40.750176,2022-12-01 04:46:00.543011,0 days 00:00:19.792835,"{0: 1, 1: 10}",22.0,1.0,910,COMPLETE
1160,1160,0.7674459335399243,2022-12-01 04:46:00.771087,2022-12-01 04:46:20.463859,0 days 00:00:19.692772,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1161,1161,0.7673937868418507,2022-12-01 04:46:20.681010,2022-12-01 04:46:40.777908,0 days 00:00:20.096898,"{0: 1, 1: 10}",22.0,1.0,910,COMPLETE
1162,1162,0.7683241570069907,2022-12-01 04:46:41.007042,2022-12-01 04:47:00.952261,0 days 00:00:19.945219,"{0: 1, 1: 10}",22.0,1.0,910,COMPLETE
1163,1163,0.7671441963596057,2022-12-01 04:47:01.176450,2022-12-01 04:47:21.027433,0 days 00:00:19.850983,"{0: 1, 1: 10}",22.0,1.0,910,COMPLETE
1164,1164,0.7684312457092237,2022-12-01 04:47:21.256580,2022-12-01 04:47:41.982722,0 days 00:00:20.726142,"{0: 1, 1: 10}",22.0,1.0,960,COMPLETE
1165,1165,0.7657792796503496,2022-12-01 04:47:42.190583,2022-12-01 04:48:02.008789,0 days 00:00:19.818206,"{0: 1, 1: 10}",28.0,1.0,910,COMPLETE
1166,1166,0.767759310275818,2022-12-01 04:48:02.238601,2022-12-01 04:48:22.850651,0 days 00:00:20.612050,"{0: 1, 1: 10}",22.0,1.0,960,COMPLETE
1167,1167,0.7676274668518162,2022-12-01 04:48:23.081254,2022-12-01 04:48:43.102630,0 days 00:00:20.021376,"{0: 1, 1: 10}",15.0,1.0,910,COMPLETE
1168,1168,0.7704292260598593,2022-12-01 04:48:43.329976,2022-12-01 04:49:04.016030,0 days 00:00:20.686054,"{0: 1, 1: 10}",22.0,1.0,960,COMPLETE
1169,1169,0.7694146044130314,2022-12-01 04:49:04.239861,2022-12-01 04:49:24.827855,0 days 00:00:20.587994,"{0: 1, 1: 10}",22.0,1.0,960,COMPLETE
1170,1170,0.7646458843130749,2022-12-01 04:49:25.058432,2022-12-01 04:49:45.490078,0 days 00:00:20.431646,"{0: 1, 1: 10}",22.0,1.0,960,COMPLETE
1171,1171,0.7694737634645268,2022-12-01 04:49:45.718535,2022-12-01 04:50:06.191921,0 days 00:00:20.473386,"{0: 1, 1: 10}",22.0,1.0,960,COMPLETE
1172,1172,0.7662728879080869,2022-12-01 04:50:06.420813,2022-12-01 04:50:27.194000,0 days 00:00:20.773187,"{0: 1, 1: 10}",22.0,1.0,960,COMPLETE
1173,1173,0.7655216936794611,2022-12-01 04:50:27.429276,2022-12-01 04:50:48.083496,0 days 00:00:20.654220,"{0: 1, 1: 10}",22.0,1.0,960,COMPLETE
1174,1174,0.7650957342187912,2022-12-01 04:50:48.312514,2022-12-01 04:51:09.044912,0 days 00:00:20.732398,"{0: 1, 1: 10}",22.0,1.0,960,COMPLETE
1175,1175,0.7678458123167479,2022-12-01 04:51:09.281147,2022-12-01 04:51:30.169661,0 days 00:00:20.888514,"{0: 1, 1: 10}",22.0,1.0,960,COMPLETE
1176,1176,0.7649675380836657,2022-12-01 04:51:30.393829,2022-12-01 04:51:51.059789,0 days 00:00:20.665960,"{0: 1, 1: 10}",22.0,1.0,960,COMPLETE
1177,1177,0.7676336677330676,2022-12-01 04:51:51.287937,2022-12-01 04:52:11.179990,0 days 00:00:19.892053,"{0: 1, 1: 10}",22.0,1.0,910,COMPLETE
1178,1178,0.7715896627678098,2022-12-01 04:52:11.405525,2022-12-01 04:52:31.975230,0 days 00:00:20.569705,"{0: 1, 1: 10}",24.0,1.0,960,COMPLETE
1179,1179,0.7668052148674883,2022-12-01 04:52:32.217923,2022-12-01 04:52:52.094216,0 days 00:00:19.876293,"{0: 1, 1: 10}",24.0,1.0,910,COMPLETE
1180,1180,0.7660654463593856,2022-12-01 04:52:52.318409,2022-12-01 04:53:12.869735,0 days 00:00:20.551326,"{0: 1, 1: 10}",24.0,1.0,960,COMPLETE
1181,1181,0.762446496069035,2022-12-01 04:53:13.098255,2022-12-01 04:53:33.659642,0 days 00:00:20.561387,"{0: 1, 1: 10}",24.0,1.0,960,COMPLETE
1182,1182,0.7695329059726382,2022-12-01 04:53:33.888057,2022-12-01 04:53:53.648205,0 days 00:00:19.760148,"{0: 1, 1: 10}",24.0,1.0,910,COMPLETE
1183,1183,0.7696093549190482,2022-12-01 04:53:53.871823,2022-12-01 04:54:14.538971,0 days 00:00:20.667148,"{0: 1, 1: 10}",24.0,1.0,960,COMPLETE
1184,1184,0.7667063904477951,2022-12-01 04:54:14.762960,2022-12-01 04:54:34.701614,0 days 00:00:19.938654,"{0: 1, 1: 10}",24.0,1.0,910,COMPLETE
1185,1185,0.7676509265570568,2022-12-01 04:54:34.924835,2022-12-01 04:54:55.443305,0 days 00:00:20.518470,"{0: 1, 1: 10}",24.0,1.0,960,COMPLETE
1186,1186,0.769234523616133,2022-12-01 04:54:55.670184,2022-12-01 04:55:16.443642,0 days 00:00:20.773458,"{0: 1, 1: 10}",24.0,1.0,960,COMPLETE
1187,1187,0.7712711887986585,2022-12-01 04:55:16.672163,2022-12-01 04:55:36.386455,0 days 00:00:19.714292,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1188,1188,0.7644240966507085,2022-12-01 04:55:36.613900,2022-12-01 04:55:56.255429,0 days 00:00:19.641529,"{0: 1, 1: 10}",9.0,1.0,910,COMPLETE
1189,1189,0.7727906279456577,2022-12-01 04:55:56.465315,2022-12-01 04:56:16.257493,0 days 00:00:19.792178,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1190,1190,0.7680716561521994,2022-12-01 04:56:16.481068,2022-12-01 04:56:36.277217,0 days 00:00:19.796149,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1191,1191,0.7695977657884496,2022-12-01 04:56:36.512192,2022-12-01 04:56:56.400424,0 days 00:00:19.888232,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1192,1192,0.7689773629686208,2022-12-01 04:56:56.629558,2022-12-01 04:57:16.431589,0 days 00:00:19.802031,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1193,1193,0.7668742322498376,2022-12-01 04:57:16.663306,2022-12-01 04:57:36.533330,0 days 00:00:19.870024,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1194,1194,0.7691177221211103,2022-12-01 04:57:36.759838,2022-12-01 04:57:56.572764,0 days 00:00:19.812926,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1195,1195,0.7697002530963997,2022-12-01 04:57:56.801071,2022-12-01 04:58:16.530305,0 days 00:00:19.729234,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1196,1196,0.757184808189467,2022-12-01 04:58:16.757458,2022-12-01 04:58:35.953699,0 days 00:00:19.196241,"{0: 1, 1: 10}",4.0,1.0,910,COMPLETE
1197,1197,0.7674965902456522,2022-12-01 04:58:36.189210,2022-12-01 04:58:55.282670,0 days 00:00:19.093460,"{0: 1, 1: 10}",24.0,1.0,860,COMPLETE
1198,1198,0.7687355884800255,2022-12-01 04:58:55.507448,2022-12-01 04:59:15.284191,0 days 00:00:19.776743,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1199,1199,0.769319996124137,2022-12-01 04:59:15.514093,2022-12-01 04:59:35.347700,0 days 00:00:19.833607,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1200,1200,0.7685093672483524,2022-12-01 04:59:35.574018,2022-12-01 04:59:56.070053,0 days 00:00:20.496035,"{0: 1, 1: 10}",12.0,1.0,960,COMPLETE
1201,1201,0.7667436680862189,2022-12-01 04:59:56.300461,2022-12-01 05:00:16.170889,0 days 00:00:19.870428,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1202,1202,0.7690080737808069,2022-12-01 05:00:16.390060,2022-12-01 05:00:35.996240,0 days 00:00:19.606180,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1203,1203,0.7711174397781512,2022-12-01 05:00:36.224430,2022-12-01 05:00:56.837687,0 days 00:00:20.613257,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1204,1204,0.7720645650406097,2022-12-01 05:00:57.065843,2022-12-01 05:01:17.604654,0 days 00:00:20.538811,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1205,1205,0.7700189907557748,2022-12-01 05:01:17.842975,2022-12-01 05:01:38.395215,0 days 00:00:20.552240,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1206,1206,0.7689160149441082,2022-12-01 05:01:38.625231,2022-12-01 05:01:58.993660,0 days 00:00:20.368429,"{0: 1, 1: 10}",9.0,1.0,960,COMPLETE
1207,1207,0.7698712323508908,2022-12-01 05:01:59.225207,2022-12-01 05:02:19.711664,0 days 00:00:20.486457,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1208,1208,0.7719915955838463,2022-12-01 05:02:19.938609,2022-12-01 05:02:40.659032,0 days 00:00:20.720423,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1209,1209,0.7695655322397646,2022-12-01 05:02:40.881861,2022-12-01 05:03:01.377361,0 days 00:00:20.495500,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1210,1210,0.7692523832740019,2022-12-01 05:03:01.603957,2022-12-01 05:03:22.399070,0 days 00:00:20.795113,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1211,1211,0.7733520332413197,2022-12-01 05:03:22.621967,2022-12-01 05:03:43.231657,0 days 00:00:20.609690,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1212,1212,0.7705472905429337,2022-12-01 05:03:43.459509,2022-12-01 05:04:04.018540,0 days 00:00:20.559031,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1213,1213,0.7701066159689203,2022-12-01 05:04:04.240819,2022-12-01 05:04:24.937963,0 days 00:00:20.697144,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1214,1214,0.7663093991012324,2022-12-01 05:04:25.175587,2022-12-01 05:04:45.937550,0 days 00:00:20.761963,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1215,1215,0.7692111322602954,2022-12-01 05:04:46.159511,2022-12-01 05:05:06.801738,0 days 00:00:20.642227,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1216,1216,0.7669520011020302,2022-12-01 05:05:07.030030,2022-12-01 05:05:27.717886,0 days 00:00:20.687856,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1217,1217,0.7669806793795895,2022-12-01 05:05:27.954489,2022-12-01 05:05:48.501544,0 days 00:00:20.547055,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1218,1218,0.7698871658479762,2022-12-01 05:05:48.731491,2022-12-01 05:06:09.302853,0 days 00:00:20.571362,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1219,1219,0.7686285793363181,2022-12-01 05:06:09.523587,2022-12-01 05:06:30.198375,0 days 00:00:20.674788,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1220,1220,0.763393804774406,2022-12-01 05:06:30.426507,2022-12-01 05:06:51.094673,0 days 00:00:20.668166,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1221,1221,0.769354928459108,2022-12-01 05:06:51.323823,2022-12-01 05:07:11.174481,0 days 00:00:19.850658,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1222,1222,0.7622714731821094,2022-12-01 05:07:11.405451,2022-12-01 05:07:32.063684,0 days 00:00:20.658233,"{0: 1, 1: 10}",24.0,1.0,960,COMPLETE
1223,1223,0.7662261735315119,2022-12-01 05:07:32.292954,2022-12-01 05:07:52.130869,0 days 00:00:19.837915,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1224,1224,0.766089913923671,2022-12-01 05:07:52.352826,2022-12-01 05:08:12.955415,0 days 00:00:20.602589,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1225,1225,0.7636121040525109,2022-12-01 05:08:13.184904,2022-12-01 05:08:33.650139,0 days 00:00:20.465235,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1226,1226,0.7679651463245988,2022-12-01 05:08:33.877573,2022-12-01 05:08:53.451776,0 days 00:00:19.574203,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1227,1227,0.7639206050390217,2022-12-01 05:08:53.681319,2022-12-01 05:09:14.343055,0 days 00:00:20.661736,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1228,1228,0.7633297888136409,2022-12-01 05:09:14.573581,2022-12-01 05:09:35.304771,0 days 00:00:20.731190,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1229,1229,0.7738599404155457,2022-12-01 05:09:35.533064,2022-12-01 05:09:55.290207,0 days 00:00:19.757143,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1230,1230,0.7661388560371816,2022-12-01 05:09:55.519175,2022-12-01 05:10:15.435681,0 days 00:00:19.916506,"{0: 1, 1: 10}",12.0,1.0,910,COMPLETE
1231,1231,0.7682818567839432,2022-12-01 05:10:15.657746,2022-12-01 05:10:35.407891,0 days 00:00:19.750145,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1232,1232,0.7624246731077415,2022-12-01 05:10:35.642235,2022-12-01 05:10:55.372978,0 days 00:00:19.730743,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1233,1233,0.770698021711589,2022-12-01 05:10:55.604730,2022-12-01 05:11:14.811719,0 days 00:00:19.206989,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1234,1234,0.7698434701300315,2022-12-01 05:11:15.040107,2022-12-01 05:11:35.037296,0 days 00:00:19.997189,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1235,1235,0.7713389227991145,2022-12-01 05:11:35.268622,2022-12-01 05:11:54.995090,0 days 00:00:19.726468,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1236,1236,0.7665712154125386,2022-12-01 05:11:55.222202,2022-12-01 05:12:14.229105,0 days 00:00:19.006903,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1237,1237,0.7688678405050273,2022-12-01 05:12:14.460043,2022-12-01 05:12:34.238183,0 days 00:00:19.778140,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1238,1238,0.7659308413412815,2022-12-01 05:12:34.468667,2022-12-01 05:12:54.277412,0 days 00:00:19.808745,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1239,1239,0.769767883797719,2022-12-01 05:12:54.507892,2022-12-01 05:13:14.354867,0 days 00:00:19.846975,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1240,1240,0.771708569880323,2022-12-01 05:13:14.585062,2022-12-01 05:13:35.305449,0 days 00:00:20.720387,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1241,1241,0.7701595672240541,2022-12-01 05:13:35.536581,2022-12-01 05:13:56.219013,0 days 00:00:20.682432,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1242,1242,0.771666833245154,2022-12-01 05:13:56.440087,2022-12-01 05:14:16.058686,0 days 00:00:19.618599,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1243,1243,0.7689679619639673,2022-12-01 05:14:16.288101,2022-12-01 05:14:35.199387,0 days 00:00:18.911286,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1244,1244,0.763038637050389,2022-12-01 05:14:35.429430,2022-12-01 05:14:54.492961,0 days 00:00:19.063531,"{0: 1, 1: 10}",24.0,1.0,860,COMPLETE
1245,1245,0.7678587340485045,2022-12-01 05:14:54.714444,2022-12-01 05:15:14.709633,0 days 00:00:19.995189,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1246,1246,0.7681020596398407,2022-12-01 05:15:14.935789,2022-12-01 05:15:34.759563,0 days 00:00:19.823774,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1247,1247,0.7710580307767002,2022-12-01 05:15:34.986059,2022-12-01 05:15:54.678717,0 days 00:00:19.692658,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1248,1248,0.7696159267039706,2022-12-01 05:15:54.917431,2022-12-01 05:16:14.153897,0 days 00:00:19.236466,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1249,1249,0.7673202607720794,2022-12-01 05:16:14.383387,2022-12-01 05:16:34.203395,0 days 00:00:19.820008,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1250,1250,0.7644720615147034,2022-12-01 05:16:34.431056,2022-12-01 05:16:54.236815,0 days 00:00:19.805759,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1251,1251,0.7659544237208407,2022-12-01 05:16:54.473284,2022-12-01 05:17:14.155352,0 days 00:00:19.682068,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1252,1252,0.7648861412129854,2022-12-01 05:17:14.391041,2022-12-01 05:17:34.220714,0 days 00:00:19.829673,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1253,1253,0.770939473920909,2022-12-01 05:17:34.453137,2022-12-01 05:17:55.120394,0 days 00:00:20.667257,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1254,1254,0.7696459276390805,2022-12-01 05:17:55.359552,2022-12-01 05:18:15.164134,0 days 00:00:19.804582,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1255,1255,0.7647952321438256,2022-12-01 05:18:15.390773,2022-12-01 05:18:35.317616,0 days 00:00:19.926843,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1256,1256,0.7658825127164292,2022-12-01 05:18:35.541309,2022-12-01 05:18:54.510705,0 days 00:00:18.969396,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1257,1257,0.7694828763795452,2022-12-01 05:18:54.732671,2022-12-01 05:19:15.400321,0 days 00:00:20.667650,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1258,1258,0.7661166001001082,2022-12-01 05:19:15.623625,2022-12-01 05:19:35.447370,0 days 00:00:19.823745,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1259,1259,0.7696845769955034,2022-12-01 05:19:35.670540,2022-12-01 05:19:54.556532,0 days 00:00:18.885992,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1260,1260,0.7660246405924684,2022-12-01 05:19:54.787207,2022-12-01 05:20:15.486700,0 days 00:00:20.699493,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1261,1261,0.7757837028818526,2022-12-01 05:20:15.722320,2022-12-01 05:20:35.506942,0 days 00:00:19.784622,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1262,1262,0.7686879180858055,2022-12-01 05:20:35.728917,2022-12-01 05:20:54.922682,0 days 00:00:19.193765,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1263,1263,0.7681899566440854,2022-12-01 05:20:55.148083,2022-12-01 05:21:14.168623,0 days 00:00:19.020540,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1264,1264,0.7745572390651931,2022-12-01 05:21:14.398283,2022-12-01 05:21:34.197908,0 days 00:00:19.799625,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1265,1265,0.7660247440492711,2022-12-01 05:21:34.430829,2022-12-01 05:21:54.260745,0 days 00:00:19.829916,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1266,1266,0.7649963436617325,2022-12-01 05:21:54.486668,2022-12-01 05:22:14.407935,0 days 00:00:19.921267,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1267,1267,0.7644457713253129,2022-12-01 05:22:14.628726,2022-12-01 05:22:33.617365,0 days 00:00:18.988639,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1268,1268,0.7674483794281577,2022-12-01 05:22:33.843166,2022-12-01 05:22:53.761331,0 days 00:00:19.918165,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1269,1269,0.7712790843995344,2022-12-01 05:22:53.986611,2022-12-01 05:23:13.962647,0 days 00:00:19.976036,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1270,1270,0.7659750223575517,2022-12-01 05:23:14.185523,2022-12-01 05:23:34.139993,0 days 00:00:19.954470,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1271,1271,0.7686121603000867,2022-12-01 05:23:34.366857,2022-12-01 05:23:54.282706,0 days 00:00:19.915849,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1272,1272,0.7709131114932841,2022-12-01 05:23:54.511328,2022-12-01 05:24:15.101492,0 days 00:00:20.590164,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1273,1273,0.7728221358680477,2022-12-01 05:24:15.334036,2022-12-01 05:24:35.210808,0 days 00:00:19.876772,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1274,1274,0.7630265648341217,2022-12-01 05:24:35.450904,2022-12-01 05:24:55.978726,0 days 00:00:20.527822,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1275,1275,0.7697066552969993,2022-12-01 05:24:56.203974,2022-12-01 05:25:15.358629,0 days 00:00:19.154655,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1276,1276,0.7573924605276882,2022-12-01 05:25:15.589928,2022-12-01 05:25:34.746111,0 days 00:00:19.156183,"{0: 1, 1: 10}",4.0,1.0,910,COMPLETE
1277,1277,0.7685410722001152,2022-12-01 05:25:34.976085,2022-12-01 05:25:55.701900,0 days 00:00:20.725815,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1278,1278,0.7670164684798271,2022-12-01 05:25:55.926239,2022-12-01 05:26:16.690397,0 days 00:00:20.764158,"{0: 1, 1: 10}",21.0,1.0,960,COMPLETE
1279,1279,0.7673381635130221,2022-12-01 05:26:16.932151,2022-12-01 05:26:37.441795,0 days 00:00:20.509644,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1280,1280,0.7669908398621877,2022-12-01 05:26:37.664220,2022-12-01 05:26:57.634262,0 days 00:00:19.970042,"{0: 1, 1: 10}",24.0,1.0,910,COMPLETE
1281,1281,0.7597200915385109,2022-12-01 05:26:57.866279,2022-12-01 05:27:17.670227,0 days 00:00:19.803948,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1282,1282,0.7684232929764973,2022-12-01 05:27:17.901369,2022-12-01 05:27:38.535499,0 days 00:00:20.634130,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1283,1283,0.772432077324834,2022-12-01 05:27:38.764221,2022-12-01 05:27:57.928749,0 days 00:00:19.164528,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1284,1284,0.7712409337348327,2022-12-01 05:27:58.160482,2022-12-01 05:28:17.341054,0 days 00:00:19.180572,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1285,1285,0.7690764521746425,2022-12-01 05:28:17.557432,2022-12-01 05:28:38.118584,0 days 00:00:20.561152,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1286,1286,0.7718097350973306,2022-12-01 05:28:38.350956,2022-12-01 05:28:59.084237,0 days 00:00:20.733281,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1287,1287,0.7684818507619837,2022-12-01 05:28:59.311210,2022-12-01 05:29:19.966344,0 days 00:00:20.655134,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1288,1288,0.7652316908520999,2022-12-01 05:29:20.198133,2022-12-01 05:29:40.791974,0 days 00:00:20.593841,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1289,1289,0.761488633026136,2022-12-01 05:29:41.021002,2022-12-01 05:30:00.838547,0 days 00:00:19.817545,"{0: 1, 1: 10}",11.0,1.0,910,COMPLETE
1290,1290,0.7673907029213753,2022-12-01 05:30:01.061847,2022-12-01 05:30:21.600371,0 days 00:00:20.538524,"{0: 1, 1: 10}",11.0,1.0,960,COMPLETE
1291,1291,0.7741803077694117,2022-12-01 05:30:21.825037,2022-12-01 05:30:41.007437,0 days 00:00:19.182400,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1292,1292,0.7720405581315626,2022-12-01 05:30:41.234336,2022-12-01 05:31:00.324756,0 days 00:00:19.090420,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1293,1293,0.7703016316239046,2022-12-01 05:31:00.552121,2022-12-01 05:31:19.639894,0 days 00:00:19.087773,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1294,1294,0.7637547502137094,2022-12-01 05:31:19.877676,2022-12-01 05:31:38.903557,0 days 00:00:19.025881,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1295,1295,0.7666389294518602,2022-12-01 05:31:39.133202,2022-12-01 05:31:58.157382,0 days 00:00:19.024180,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1296,1296,0.7696697290828763,2022-12-01 05:31:58.382275,2022-12-01 05:32:17.471189,0 days 00:00:19.088914,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1297,1297,0.77030380357311,2022-12-01 05:32:17.688027,2022-12-01 05:32:36.839995,0 days 00:00:19.151968,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1298,1298,0.7643212179070197,2022-12-01 05:32:37.069409,2022-12-01 05:32:56.161881,0 days 00:00:19.092472,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1299,1299,0.7720213215002999,2022-12-01 05:32:56.392793,2022-12-01 05:33:15.398985,0 days 00:00:19.006192,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1300,1300,0.766706999138918,2022-12-01 05:33:15.623131,2022-12-01 05:33:34.708174,0 days 00:00:19.085043,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1301,1301,0.7690718730252808,2022-12-01 05:33:34.938944,2022-12-01 05:33:53.856205,0 days 00:00:18.917261,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
1302,1302,0.7668731821108211,2022-12-01 05:33:54.085261,2022-12-01 05:34:13.322571,0 days 00:00:19.237310,"{0: 1, 1: 10}",11.0,1.0,860,COMPLETE
