,number,value,datetime_start,datetime_complete,duration,params_class_weight,params_max_depth,params_max_features,params_n_estimators,state
573,573,0.6520800271356572,2022-12-01 02:28:55.644035,2022-12-01 02:29:03.898700,0 days 00:00:08.254665,"{0: 1, 1: 100}",28.0,log2,560,COMPLETE
574,574,0.7677603456941563,2022-12-01 02:29:04.112620,2022-12-01 02:29:14.644001,0 days 00:00:10.531381,"{0: 1, 1: 10}",13.0,0.8,360,COMPLETE
575,575,0.7117364288981354,2022-12-01 02:29:14.861736,2022-12-01 02:29:21.776493,0 days 00:00:06.914757,,24.0,0.8,10,COMPLETE
576,576,0.6585299107002415,2022-12-01 02:29:21.993128,2022-12-01 02:29:30.215976,0 days 00:00:08.222848,"{0: 1, 1: 100}",26.0,0.7,260,COMPLETE
577,577,0.7701291293792162,2022-12-01 02:29:30.432458,2022-12-01 02:29:49.519086,0 days 00:00:19.086628,"{0: 1, 1: 10}",19.0,1.0,860,COMPLETE
578,578,0.6558755743260125,2022-12-01 02:29:49.737005,2022-12-01 02:29:59.498860,0 days 00:00:09.761855,balanced,34.0,0.7,410,COMPLETE
579,579,0.7611704548031245,2022-12-01 02:29:59.711248,2022-12-01 02:30:10.945445,0 days 00:00:11.234197,"{0: 1, 1: 10}",14.0,,360,COMPLETE
580,580,0.7630826302261363,2022-12-01 02:30:11.166597,2022-12-01 02:30:22.349838,0 days 00:00:11.183241,"{0: 1, 1: 10}",27.0,0.8,410,COMPLETE
581,581,0.6011440243404198,2022-12-01 02:30:22.566021,2022-12-01 02:30:35.707187,0 days 00:00:13.141166,balanced,8.0,0.7,810,COMPLETE
582,582,0.7579746970959251,2022-12-01 02:30:35.922311,2022-12-01 02:30:43.312111,0 days 00:00:07.389800,"{0: 1, 1: 10}",23.0,0.9,110,COMPLETE
583,583,0.5928356280899999,2022-12-01 02:30:43.528358,2022-12-01 02:30:50.495113,0 days 00:00:06.966755,balanced,5.0,,10,COMPLETE
584,584,0.627460047397314,2022-12-01 02:30:50.711641,2022-12-01 02:30:59.589791,0 days 00:00:08.878150,"{0: 1, 1: 100}",18.0,log2,710,COMPLETE
585,585,0.6492837754997338,2022-12-01 02:30:59.801198,2022-12-01 02:31:14.165426,0 days 00:00:14.364228,"{0: 1, 1: 100}",13.0,0.9,810,COMPLETE
586,586,0.6646743679741496,2022-12-01 02:31:14.374730,2022-12-01 02:31:24.120783,0 days 00:00:09.746053,"{0: 1, 1: 100}",37.0,0.6,460,COMPLETE
587,587,0.6422507578842264,2022-12-01 02:31:24.333731,2022-12-01 02:31:39.705320,0 days 00:00:15.371589,"{0: 1, 1: 100}",39.0,,860,COMPLETE
588,588,0.7331761528670577,2022-12-01 02:31:39.919032,2022-12-01 02:31:53.940427,0 days 00:00:14.021395,,29.0,0.8,360,COMPLETE
589,589,0.657729685098542,2022-12-01 02:31:54.162079,2022-12-01 02:32:05.010590,0 days 00:00:10.848511,"{0: 1, 1: 100}",,0.7,560,COMPLETE
590,590,0.6482799094560546,2022-12-01 02:32:05.231709,2022-12-01 02:32:14.662917,0 days 00:00:09.431208,"{0: 1, 1: 100}",2.0,0.9,410,COMPLETE
591,591,0.6408793054453804,2022-12-01 02:32:15.110272,2022-12-01 02:32:24.263157,0 days 00:00:09.152885,balanced,17.0,0.9,310,COMPLETE
592,592,0.6159144497975386,2022-12-01 02:32:24.730504,2022-12-01 02:32:35.440073,0 days 00:00:10.709569,balanced,2.0,sqrt,760,COMPLETE
593,593,0.7675800203057612,2022-12-01 02:32:35.657205,2022-12-01 02:32:51.699261,0 days 00:00:16.042056,"{0: 1, 1: 10}",30.0,1.0,660,COMPLETE
594,594,0.7366507166841989,2022-12-01 02:32:51.924724,2022-12-01 02:33:03.385913,0 days 00:00:11.461189,,23.0,1.0,210,COMPLETE
595,595,0.7421161012443476,2022-12-01 02:33:03.602627,2022-12-01 02:33:14.863010,0 days 00:00:11.260383,"{0: 1, 1: 10}",34.0,0.6,510,COMPLETE
596,596,0.5884030929047582,2022-12-01 02:33:15.084199,2022-12-01 02:33:26.567914,0 days 00:00:11.483715,balanced,7.0,,510,COMPLETE
597,597,0.7714573649626426,2022-12-01 02:33:26.788205,2022-12-01 02:33:40.323293,0 days 00:00:13.535088,"{0: 1, 1: 10}",22.0,1.0,510,COMPLETE
598,598,0.6366644883515082,2022-12-01 02:33:40.538392,2022-12-01 02:33:48.790323,0 days 00:00:08.251931,"{0: 1, 1: 100}",28.0,1.0,210,COMPLETE
599,599,0.6399642266672206,2022-12-01 02:33:49.008901,2022-12-01 02:34:03.439878,0 days 00:00:14.430977,"{0: 1, 1: 100}",16.0,1.0,760,COMPLETE
600,600,0.6400583201306536,2022-12-01 02:34:03.654821,2022-12-01 02:34:18.459527,0 days 00:00:14.804706,"{0: 1, 1: 100}",32.0,,810,COMPLETE
601,601,0.6748760806628733,2022-12-01 02:34:18.680428,2022-12-01 02:34:27.019829,0 days 00:00:08.339401,"{0: 1, 1: 10}",36.0,sqrt,560,COMPLETE
602,602,0.6394472578422672,2022-12-01 02:34:27.229471,2022-12-01 02:34:37.174687,0 days 00:00:09.945216,balanced,31.0,,360,COMPLETE
603,603,0.6689586784480208,2022-12-01 02:34:37.388553,2022-12-01 02:34:44.519897,0 days 00:00:07.131344,balanced,7.0,sqrt,160,COMPLETE
604,604,0.6287288261977412,2022-12-01 02:34:44.736650,2022-12-01 02:34:51.948008,0 days 00:00:07.211358,balanced,23.0,log2,210,COMPLETE
605,605,0.6109584379594696,2022-12-01 02:34:52.167383,2022-12-01 02:34:59.594890,0 days 00:00:07.427507,balanced,32.0,log2,360,COMPLETE
606,606,0.6358164164664204,2022-12-01 02:34:59.807369,2022-12-01 02:35:13.576556,0 days 00:00:13.769187,"{0: 1, 1: 100}",31.0,,710,COMPLETE
607,607,0.6394052806388726,2022-12-01 02:35:13.795833,2022-12-01 02:35:28.406111,0 days 00:00:14.610278,balanced,14.0,1.0,760,COMPLETE
608,608,0.7348211017403575,2022-12-01 02:35:28.621877,2022-12-01 02:35:49.195052,0 days 00:00:20.573175,,10.0,0.7,710,COMPLETE
609,609,0.6326411950044354,2022-12-01 02:35:49.414358,2022-12-01 02:36:00.339153,0 days 00:00:10.924795,"{0: 1, 1: 100}",13.0,,460,COMPLETE
610,610,0.7495049843660021,2022-12-01 02:36:00.553442,2022-12-01 02:36:08.090363,0 days 00:00:07.536921,"{0: 1, 1: 10}",24.0,1.0,110,COMPLETE
611,611,0.6538542083132961,2022-12-01 02:36:08.320331,2022-12-01 02:36:19.724461,0 days 00:00:11.404130,,1.0,0.7,910,COMPLETE
612,612,0.644968902190435,2022-12-01 02:36:19.946042,2022-12-01 02:36:26.941610,0 days 00:00:06.995568,balanced,27.0,0.7,60,COMPLETE
613,613,0.6437286464853393,2022-12-01 02:36:27.150463,2022-12-01 02:36:38.360625,0 days 00:00:11.210162,balanced,38.0,0.9,510,COMPLETE
614,614,0.7226959849508376,2022-12-01 02:36:38.579911,2022-12-01 02:36:47.580285,0 days 00:00:09.000374,"{0: 1, 1: 100}",31.0,sqrt,710,COMPLETE
615,615,0.6438647458528994,2022-12-01 02:36:47.801002,2022-12-01 02:36:54.715909,0 days 00:00:06.914907,balanced,29.0,sqrt,10,COMPLETE
616,616,0.598328872770267,2022-12-01 02:36:54.928735,2022-12-01 02:37:01.889245,0 days 00:00:06.960510,balanced,8.0,0.9,60,COMPLETE
617,617,0.6474895209479583,2022-12-01 02:37:02.107176,2022-12-01 02:37:17.537116,0 days 00:00:15.429940,"{0: 1, 1: 100}",29.0,0.9,910,COMPLETE
618,618,0.763271382601934,2022-12-01 02:37:17.753486,2022-12-01 02:37:27.602726,0 days 00:00:09.849240,"{0: 1, 1: 10}",22.0,,260,COMPLETE
619,619,0.5682985928326326,2022-12-01 02:37:27.813664,2022-12-01 02:37:34.687134,0 days 00:00:06.873470,,39.0,log2,10,COMPLETE
620,620,0.6101559847246771,2022-12-01 02:37:34.901377,2022-12-01 02:37:43.502319,0 days 00:00:08.600942,"{0: 1, 1: 100}",1.0,0.7,460,COMPLETE
621,621,0.6463194609843967,2022-12-01 02:37:43.715632,2022-12-01 02:37:51.603288,0 days 00:00:07.887656,"{0: 1, 1: 100}",38.0,log2,460,COMPLETE
622,622,0.6565412451311452,2022-12-01 02:37:51.820935,2022-12-01 02:37:58.816370,0 days 00:00:06.995435,balanced,3.0,0.6,110,COMPLETE
623,623,0.687690231259796,2022-12-01 02:37:59.031995,2022-12-01 02:38:07.392665,0 days 00:00:08.360670,"{0: 1, 1: 10}",12.0,sqrt,610,COMPLETE
624,624,0.7348911890359979,2022-12-01 02:38:07.610108,2022-12-01 02:38:19.003873,0 days 00:00:11.393765,,11.0,0.6,310,COMPLETE
625,625,0.6648762569325006,2022-12-01 02:38:19.217977,2022-12-01 02:38:31.541463,0 days 00:00:12.323486,"{0: 1, 1: 100}",22.0,0.6,760,COMPLETE
626,626,0.6487793794172727,2022-12-01 02:38:31.758087,2022-12-01 02:38:41.046873,0 days 00:00:09.288786,,10.0,sqrt,860,COMPLETE
627,627,0.6617027257826902,2022-12-01 02:38:41.264886,2022-12-01 02:38:50.451710,0 days 00:00:09.186824,"{0: 1, 1: 100}",17.0,0.6,410,COMPLETE
628,628,0.7453148030388113,2022-12-01 02:38:50.669718,2022-12-01 02:39:01.596613,0 days 00:00:10.926895,"{0: 1, 1: 10}",23.0,0.6,460,COMPLETE
629,629,0.7354357745427772,2022-12-01 02:39:01.812452,2022-12-01 02:39:33.980269,0 days 00:00:32.167817,,23.0,,960,COMPLETE
630,630,0.732666705983966,2022-12-01 02:39:34.195148,2022-12-01 02:39:47.065954,0 days 00:00:12.870806,,15.0,,260,COMPLETE
631,631,0.6489034820218065,2022-12-01 02:39:47.289200,2022-12-01 02:40:01.500441,0 days 00:00:14.211241,balanced,26.0,0.8,810,COMPLETE
632,632,0.7069421112960301,2022-12-01 02:40:01.715469,2022-12-01 02:40:12.469597,0 days 00:00:10.754128,"{0: 1, 1: 10}",2.0,0.7,560,COMPLETE
633,633,0.7722556925813195,2022-12-01 02:40:12.691463,2022-12-01 02:40:25.825553,0 days 00:00:13.134090,"{0: 1, 1: 10}",15.0,0.9,510,COMPLETE
634,634,0.7331266363663413,2022-12-01 02:40:26.040306,2022-12-01 02:40:44.001761,0 days 00:00:17.961455,,35.0,0.6,660,COMPLETE
635,635,0.6942851128353114,2022-12-01 02:40:44.224922,2022-12-01 02:40:53.703470,0 days 00:00:09.478548,"{0: 1, 1: 10}",6.0,sqrt,960,COMPLETE
636,636,0.7302699910217281,2022-12-01 02:40:53.933742,2022-12-01 02:41:01.201588,0 days 00:00:07.267846,,25.0,0.6,60,COMPLETE
637,637,0.6597744840714269,2022-12-01 02:41:01.417776,2022-12-01 02:41:08.434391,0 days 00:00:07.016615,"{0: 1, 1: 100}",,0.7,60,COMPLETE
638,638,0.6541082625987944,2022-12-01 02:41:08.647200,2022-12-01 02:41:16.703963,0 days 00:00:08.056763,balanced,11.0,0.9,210,COMPLETE
639,639,0.634417738162236,2022-12-01 02:41:16.921780,2022-12-01 02:41:29.057609,0 days 00:00:12.135829,balanced,12.0,1.0,560,COMPLETE
640,640,0.76470267538821,2022-12-01 02:41:29.281894,2022-12-01 02:41:47.154065,0 days 00:00:17.872171,"{0: 1, 1: 10}",37.0,0.9,860,COMPLETE
641,641,0.7472053321114569,2022-12-01 02:41:47.368734,2022-12-01 02:41:58.766716,0 days 00:00:11.397982,"{0: 1, 1: 10}",24.0,0.6,510,COMPLETE
642,642,0.6488014047166814,2022-12-01 02:41:58.985734,2022-12-01 02:42:09.471971,0 days 00:00:10.486237,"{0: 1, 1: 100}",11.0,0.9,460,COMPLETE
643,643,0.7333306682718762,2022-12-01 02:42:09.689425,2022-12-01 02:42:16.919717,0 days 00:00:07.230292,,29.0,0.7,60,COMPLETE
644,644,0.6371847532220097,2022-12-01 02:42:17.136209,2022-12-01 02:42:24.328163,0 days 00:00:07.191954,,11.0,sqrt,110,COMPLETE
645,645,0.659295119788329,2022-12-01 02:42:24.545122,2022-12-01 02:42:39.142856,0 days 00:00:14.597734,"{0: 1, 1: 100}",16.0,0.7,960,COMPLETE
646,646,0.7302297969107882,2022-12-01 02:42:39.360904,2022-12-01 02:42:50.736244,0 days 00:00:11.375340,,29.0,0.6,310,COMPLETE
647,647,0.6381458136156115,2022-12-01 02:42:50.946967,2022-12-01 02:43:06.171912,0 days 00:00:15.224945,balanced,20.0,,810,COMPLETE
648,648,0.6590891068904949,2022-12-01 02:43:06.386317,2022-12-01 02:43:17.816275,0 days 00:00:11.429958,"{0: 1, 1: 100}",13.0,0.6,660,COMPLETE
649,649,0.6404551947209538,2022-12-01 02:43:18.034959,2022-12-01 02:43:25.641596,0 days 00:00:07.606637,"{0: 1, 1: 100}",25.0,log2,310,COMPLETE
650,650,0.6769977998373267,2022-12-01 02:43:25.862870,2022-12-01 02:43:32.928440,0 days 00:00:07.065570,"{0: 1, 1: 10}",9.0,sqrt,110,COMPLETE
651,651,0.6450180607555058,2022-12-01 02:43:33.151188,2022-12-01 02:43:41.315419,0 days 00:00:08.164231,"{0: 1, 1: 100}",37.0,log2,510,COMPLETE
652,652,0.7672813743457412,2022-12-01 02:43:41.550210,2022-12-01 02:44:01.990154,0 days 00:00:20.439944,"{0: 1, 1: 10}",11.0,,960,COMPLETE
653,653,0.6514238248384097,2022-12-01 02:44:02.205451,2022-12-01 02:44:09.348483,0 days 00:00:07.143032,"{0: 1, 1: 100}",29.0,0.7,110,COMPLETE
654,654,0.7303704412348138,2022-12-01 02:44:09.564361,2022-12-01 02:44:17.211296,0 days 00:00:07.646935,"{0: 1, 1: 10}",31.0,0.6,160,COMPLETE
655,655,0.7616558551803103,2022-12-01 02:44:17.425327,2022-12-01 02:44:26.953772,0 days 00:00:09.528445,"{0: 1, 1: 10}",10.0,0.9,260,COMPLETE
656,656,0.7408830896830347,2022-12-01 02:44:27.175665,2022-12-01 02:44:35.005636,0 days 00:00:07.829971,"{0: 1, 1: 10}",19.0,0.7,160,COMPLETE
657,657,0.735968191632337,2022-12-01 02:44:35.225882,2022-12-01 02:44:50.405722,0 days 00:00:15.179840,,20.0,0.8,410,COMPLETE
658,658,0.6188233896136796,2022-12-01 02:44:50.622704,2022-12-01 02:44:59.572754,0 days 00:00:08.950050,"{0: 1, 1: 10}",16.0,log2,660,COMPLETE
659,659,0.6522181766886621,2022-12-01 02:44:59.787453,2022-12-01 02:45:07.034584,0 days 00:00:07.247131,balanced,13.0,0.8,110,COMPLETE
660,660,0.6377271770887399,2022-12-01 02:45:07.250201,2022-12-01 02:45:20.616081,0 days 00:00:13.365880,balanced,12.0,,660,COMPLETE
661,661,0.6397013419965778,2022-12-01 02:45:20.829553,2022-12-01 02:45:28.027663,0 days 00:00:07.198110,"{0: 1, 1: 100}",25.0,log2,160,COMPLETE
662,662,0.755408584608802,2022-12-01 02:45:28.237401,2022-12-01 02:45:40.532908,0 days 00:00:12.295507,"{0: 1, 1: 10}",36.0,0.9,460,COMPLETE
663,663,0.6414047204293365,2022-12-01 02:45:40.748988,2022-12-01 02:45:50.704116,0 days 00:00:09.955128,balanced,30.0,1.0,360,COMPLETE
664,664,0.6075203500239351,2022-12-01 02:45:50.922163,2022-12-01 02:45:58.273606,0 days 00:00:07.351443,,28.0,log2,210,COMPLETE
665,665,0.5964023264140187,2022-12-01 02:45:58.488942,2022-12-01 02:46:12.270206,0 days 00:00:13.781264,balanced,8.0,,710,COMPLETE
666,666,0.7667786265887397,2022-12-01 02:46:12.486662,2022-12-01 02:46:22.202500,0 days 00:00:09.715838,"{0: 1, 1: 10}",8.0,,260,COMPLETE
667,667,0.5833084770107329,2022-12-01 02:46:22.418295,2022-12-01 02:46:29.513834,0 days 00:00:07.095539,"{0: 1, 1: 10}",28.0,log2,210,COMPLETE
668,668,0.6315000893514908,2022-12-01 02:46:29.727120,2022-12-01 02:46:40.628457,0 days 00:00:10.901337,"{0: 1, 1: 100}",36.0,,460,COMPLETE
669,669,0.6594928831343719,2022-12-01 02:46:40.846127,2022-12-01 02:46:48.024935,0 days 00:00:07.178808,"{0: 1, 1: 100}",29.0,0.6,160,COMPLETE
670,670,0.7358718966077172,2022-12-01 02:46:48.240197,2022-12-01 02:46:55.488366,0 days 00:00:07.248169,,34.0,0.8,60,COMPLETE
671,671,0.6454450470764794,2022-12-01 02:46:55.718120,2022-12-01 02:47:03.226206,0 days 00:00:07.508086,balanced,36.0,0.9,160,COMPLETE
672,672,0.7674866688054507,2022-12-01 02:47:03.439350,2022-12-01 02:47:20.858430,0 days 00:00:17.419080,"{0: 1, 1: 10}",20.0,1.0,760,COMPLETE
673,673,0.6559976082724537,2022-12-01 02:47:21.075681,2022-12-01 02:47:35.667501,0 days 00:00:14.591820,balanced,34.0,0.7,910,COMPLETE
674,674,0.5802311227983228,2022-12-01 02:47:35.878378,2022-12-01 02:47:43.185608,0 days 00:00:07.307230,,1.0,sqrt,110,COMPLETE
675,675,0.7173236319042785,2022-12-01 02:47:43.401288,2022-12-01 02:47:50.771190,0 days 00:00:07.369902,"{0: 1, 1: 100}",34.0,sqrt,360,COMPLETE
676,676,0.6565491608596703,2022-12-01 02:47:50.998197,2022-12-01 02:47:58.127615,0 days 00:00:07.129418,"{0: 1, 1: 100}",25.0,0.7,110,COMPLETE
677,677,0.7536278763539059,2022-12-01 02:47:58.344000,2022-12-01 02:48:05.688168,0 days 00:00:07.344168,"{0: 1, 1: 10}",29.0,,110,COMPLETE
678,678,0.6518789467738969,2022-12-01 02:48:05.898664,2022-12-01 02:48:18.951942,0 days 00:00:13.053278,balanced,38.0,0.7,760,COMPLETE
679,679,0.7064439976212064,2022-12-01 02:48:19.168722,2022-12-01 02:48:28.615967,0 days 00:00:09.447245,"{0: 1, 1: 100}",17.0,sqrt,910,COMPLETE
680,680,0.6747786266005125,2022-12-01 02:48:28.834786,2022-12-01 02:48:37.475385,0 days 00:00:08.640599,"{0: 1, 1: 10}",15.0,sqrt,660,COMPLETE
681,681,0.6050354264945506,2022-12-01 02:48:37.693731,2022-12-01 02:48:44.737349,0 days 00:00:07.043618,"{0: 1, 1: 100}",7.0,0.8,60,COMPLETE
682,682,0.6176588502578597,2022-12-01 02:48:44.953756,2022-12-01 02:48:51.994202,0 days 00:00:07.040446,balanced,1.0,,60,COMPLETE
683,683,0.6458438380550282,2022-12-01 02:48:52.214943,2022-12-01 02:49:00.313619,0 days 00:00:08.098676,"{0: 1, 1: 100}",39.0,0.9,110,COMPLETE
684,684,0.7629563281643867,2022-12-01 02:49:00.562007,2022-12-01 02:49:14.149398,0 days 00:00:13.587391,"{0: 1, 1: 10}",15.0,,510,COMPLETE
685,685,0.6135525215186429,2022-12-01 02:49:14.367810,2022-12-01 02:49:23.480424,0 days 00:00:09.112614,,23.0,log2,810,COMPLETE
686,686,0.6042890401182953,2022-12-01 02:49:23.701907,2022-12-01 02:49:31.262783,0 days 00:00:07.560876,balanced,1.0,,210,COMPLETE
687,687,0.7468605749928071,2022-12-01 02:49:31.478428,2022-12-01 02:49:38.759434,0 days 00:00:07.281006,"{0: 1, 1: 10}",3.0,1.0,110,COMPLETE
688,688,0.6794829713543787,2022-12-01 02:49:38.985200,2022-12-01 02:49:45.969061,0 days 00:00:06.983861,balanced,3.0,0.7,10,COMPLETE
689,689,0.6585050583077703,2022-12-01 02:49:46.187767,2022-12-01 02:49:53.465477,0 days 00:00:07.277710,"{0: 1, 1: 10}",36.0,sqrt,310,COMPLETE
690,690,0.7334981911460072,2022-12-01 02:49:53.678880,2022-12-01 02:50:04.358758,0 days 00:00:10.679878,,39.0,0.8,210,COMPLETE
691,691,0.6538098075596792,2022-12-01 02:50:04.579760,2022-12-01 02:50:16.223401,0 days 00:00:11.643641,balanced,16.0,0.7,610,COMPLETE
692,692,0.6828059364842135,2022-12-01 02:50:16.440735,2022-12-01 02:50:25.084048,0 days 00:00:08.643313,"{0: 1, 1: 100}",13.0,sqrt,660,COMPLETE
693,693,0.6431144360260513,2022-12-01 02:50:25.301013,2022-12-01 02:50:34.163050,0 days 00:00:08.862037,balanced,26.0,1.0,260,COMPLETE
694,694,0.633666717288735,2022-12-01 02:50:34.377709,2022-12-01 02:50:43.483926,0 days 00:00:09.106217,"{0: 1, 1: 100}",2.0,1.0,360,COMPLETE
695,695,0.6350049148393534,2022-12-01 02:50:43.702854,2022-12-01 02:50:56.835984,0 days 00:00:13.133130,"{0: 1, 1: 100}",10.0,0.7,810,COMPLETE
696,696,0.7342480471653463,2022-12-01 02:50:57.052177,2022-12-01 02:51:19.814650,0 days 00:00:22.762473,,15.0,1.0,610,COMPLETE
697,697,0.7349101507517852,2022-12-01 02:51:20.030944,2022-12-01 02:51:35.274187,0 days 00:00:15.243243,,35.0,0.8,410,COMPLETE
698,698,0.7524875963253439,2022-12-01 02:51:35.493348,2022-12-01 02:51:47.373228,0 days 00:00:11.879880,"{0: 1, 1: 10}",6.0,,410,COMPLETE
699,699,0.7576448336852156,2022-12-01 02:51:47.586817,2022-12-01 02:51:57.069442,0 days 00:00:09.482625,"{0: 1, 1: 10}",21.0,0.7,310,COMPLETE
700,700,0.6213260746895284,2022-12-01 02:51:57.288464,2022-12-01 02:52:04.820607,0 days 00:00:07.532143,"{0: 1, 1: 100}",21.0,1.0,160,COMPLETE
701,701,0.7351481260862249,2022-12-01 02:52:05.038052,2022-12-01 02:52:28.291143,0 days 00:00:23.253091,,38.0,0.8,760,COMPLETE
702,702,0.7509332851309736,2022-12-01 02:52:28.502545,2022-12-01 02:52:35.872201,0 days 00:00:07.369656,"{0: 1, 1: 10}",25.0,0.9,110,COMPLETE
703,703,0.6454565147220827,2022-12-01 02:52:36.093176,2022-12-01 02:52:47.667799,0 days 00:00:11.574623,balanced,34.0,0.8,560,COMPLETE
704,704,0.6896013879154428,2022-12-01 02:52:47.886305,2022-12-01 02:52:55.861326,0 days 00:00:07.975021,balanced,12.0,sqrt,510,COMPLETE
705,705,0.6059238017906788,2022-12-01 02:52:56.074193,2022-12-01 02:53:11.046582,0 days 00:00:14.972389,"{0: 1, 1: 100}",6.0,1.0,860,COMPLETE
706,706,0.5972284166172142,2022-12-01 02:53:11.265067,2022-12-01 02:53:24.675661,0 days 00:00:13.410594,balanced,8.0,0.8,760,COMPLETE
707,707,0.663704046705136,2022-12-01 02:53:24.897793,2022-12-01 02:53:32.361029,0 days 00:00:07.463236,"{0: 1, 1: 10}",30.0,sqrt,60,COMPLETE
708,708,0.6398089323382734,2022-12-01 02:53:32.578840,2022-12-01 02:53:41.192105,0 days 00:00:08.613265,,23.0,sqrt,610,COMPLETE
709,709,0.7363609435894125,2022-12-01 02:53:41.413473,2022-12-01 02:54:00.796288,0 days 00:00:19.382815,,29.0,0.7,660,COMPLETE
710,710,0.7644802465823942,2022-12-01 02:54:01.013373,2022-12-01 02:54:16.242113,0 days 00:00:15.228740,"{0: 1, 1: 10}",26.0,,610,COMPLETE
711,711,0.6122161442920746,2022-12-01 02:54:16.458999,2022-12-01 02:54:27.634106,0 days 00:00:11.175107,"{0: 1, 1: 100}",9.0,0.6,660,COMPLETE
712,712,0.6265173871961233,2022-12-01 02:54:27.858198,2022-12-01 02:54:35.313584,0 days 00:00:07.455386,balanced,5.0,log2,260,COMPLETE
713,713,0.6385931209116322,2022-12-01 02:54:35.524854,2022-12-01 02:54:43.441572,0 days 00:00:07.916718,,30.0,sqrt,460,COMPLETE
714,714,0.7555359640030921,2022-12-01 02:54:43.661191,2022-12-01 02:54:54.154179,0 days 00:00:10.492988,"{0: 1, 1: 10}",12.0,0.8,360,COMPLETE
715,715,0.7150691377066691,2022-12-01 02:54:54.371873,2022-12-01 02:55:08.939869,0 days 00:00:14.567996,,2.0,0.9,760,COMPLETE
716,716,0.6621050134273585,2022-12-01 02:55:09.161529,2022-12-01 02:55:20.136543,0 days 00:00:10.975014,"{0: 1, 1: 100}",31.0,0.7,560,COMPLETE
717,717,0.6013567200048261,2022-12-01 02:55:20.356902,2022-12-01 02:55:32.378877,0 days 00:00:12.021975,"{0: 1, 1: 100}",6.0,0.8,660,COMPLETE
718,718,0.5836073205101167,2022-12-01 02:55:32.600820,2022-12-01 02:55:40.048347,0 days 00:00:07.447527,"{0: 1, 1: 10}",30.0,log2,360,COMPLETE
719,719,0.6108512379826231,2022-12-01 02:55:40.265798,2022-12-01 02:55:53.105157,0 days 00:00:12.839359,"{0: 1, 1: 100}",8.0,0.6,860,COMPLETE
720,720,0.7426367531211383,2022-12-01 02:55:53.321221,2022-12-01 02:56:07.809131,0 days 00:00:14.487910,"{0: 1, 1: 10}",6.0,0.6,810,COMPLETE
721,721,0.6131861812244416,2022-12-01 02:56:08.024146,2022-12-01 02:56:17.174545,0 days 00:00:09.150399,"{0: 1, 1: 100}",10.0,log2,610,COMPLETE
722,722,0.6179636264622791,2022-12-01 02:56:17.389506,2022-12-01 02:56:24.368626,0 days 00:00:06.979120,"{0: 1, 1: 100}",34.0,0.9,10,COMPLETE
723,723,0.7366164558890087,2022-12-01 02:56:24.584642,2022-12-01 02:56:47.206642,0 days 00:00:22.622000,,35.0,0.7,810,COMPLETE
724,724,0.6556929275796687,2022-12-01 02:56:47.424959,2022-12-01 02:56:56.397972,0 days 00:00:08.973013,"{0: 1, 1: 100}",39.0,0.7,360,COMPLETE
725,725,0.614044231078309,2022-12-01 02:56:56.615265,2022-12-01 02:57:06.010028,0 days 00:00:09.394763,"{0: 1, 1: 10}",17.0,log2,860,COMPLETE
726,726,0.7670612911237603,2022-12-01 02:57:06.228019,2022-12-01 02:57:25.890575,0 days 00:00:19.662556,"{0: 1, 1: 10}",14.0,,910,COMPLETE
727,727,0.7596489176807604,2022-12-01 02:57:26.111257,2022-12-01 02:57:38.510051,0 days 00:00:12.398794,"{0: 1, 1: 10}",11.0,0.8,510,COMPLETE
728,728,0.6376257026498605,2022-12-01 02:57:38.733345,2022-12-01 02:57:46.841598,0 days 00:00:08.108253,,24.0,sqrt,510,COMPLETE
729,729,0.7348076893614198,2022-12-01 02:57:47.066143,2022-12-01 02:58:09.662470,0 days 00:00:22.596327,,31.0,0.7,810,COMPLETE
730,730,0.7084802781429972,2022-12-01 02:58:09.880544,2022-12-01 02:58:18.690934,0 days 00:00:08.810390,balanced,38.0,sqrt,660,COMPLETE
731,731,0.6136041902724779,2022-12-01 02:58:18.912922,2022-12-01 02:58:27.831500,0 days 00:00:08.918578,,24.0,log2,760,COMPLETE
732,732,0.6358211327940696,2022-12-01 02:58:28.053417,2022-12-01 02:58:37.913070,0 days 00:00:09.859653,,23.0,sqrt,960,COMPLETE
733,733,0.5815205277758404,2022-12-01 02:58:38.130187,2022-12-01 02:58:48.428922,0 days 00:00:10.298735,balanced,6.0,1.0,410,COMPLETE
734,734,0.7345122330276971,2022-12-01 02:58:48.644697,2022-12-01 02:59:10.258573,0 days 00:00:21.613876,,22.0,0.6,860,COMPLETE
735,735,0.7274517414424572,2022-12-01 02:59:10.476593,2022-12-01 02:59:21.439661,0 days 00:00:10.963068,,2.0,1.0,410,COMPLETE
736,736,0.5826150628672887,2022-12-01 02:59:21.659299,2022-12-01 02:59:37.454722,0 days 00:00:15.795423,balanced,5.0,0.9,960,COMPLETE
737,737,0.7486420277931498,2022-12-01 02:59:37.683603,2022-12-01 02:59:50.601720,0 days 00:00:12.918117,"{0: 1, 1: 10}",10.0,0.6,660,COMPLETE
738,738,0.6561446221492997,2022-12-01 02:59:50.817710,2022-12-01 02:59:59.472931,0 days 00:00:08.655221,"{0: 1, 1: 100}",28.0,log2,610,COMPLETE
739,739,0.7552261189955795,2022-12-01 02:59:59.692835,2022-12-01 03:00:10.946884,0 days 00:00:11.254049,"{0: 1, 1: 10}",16.0,,360,COMPLETE
