,Name,Smiles,Binding
277,it3.0_AM-08_Imid-04_CA-25,COc1ccc(OC)c(CC(=O)N2CCN(C(=O)NCCO)CC2)c1,False
278,it3.0_AM-08_Imid-04_CA-26,O=C(NCCO)N1CCN(C(=O)c2sc3ccccc3c2Cl)CC1,False
279,it3.0_AM-08_Imid-04_CA-27,O=C(NCCO)N1CCN(C(=O)C(c2ccccc2)c2ccccc2)CC1,False
280,it3.0_AM-08_Imid-04_CA-29,Cc1cc([N+](=O)[O-])ccc1C(=O)N1CCN(C(=O)NCCO)CC1,False
281,it3.0_AM-08_Imid-04_CA-34,Cc1ccc(C(=O)N2CCN(C(=O)NCCO)CC2)cc1,False
282,it3.0_AM-08_Imid-04_CA-37,COc1cccc(C(=O)N2CCN(C(=O)NCCO)CC2)c1,False
283,it3.0_AM-08_Imid-04_CA-41,O=C(NCCO)N1CCN(C(=O)C2COc3ccccc3O2)CC1,False
284,it3.0_AM-08_Imid-04_CA-56,O=C(NCCO)N1CCN(C(=O)c2ccc(Cl)c(Cl)c2)CC1,False
285,it3.5_AM-01_Imid-04_CA-02,COCCNC(=O)N1CCCN(C(=O)c2cocn2)CC1,False
286,it3.5_AM-01_Imid-04_CA-03,COCCNC(=O)N1CCCN(C(=O)c2ccc(C)c(N)c2)CC1,False
287,it3.5_AM-01_Imid-04_CA-05,COCCNC(=O)N1CCCN(C(=O)c2c(OC)cccc2OC)CC1,False
288,it3.5_AM-01_Imid-04_CA-08,COCCNC(=O)N1CCCN(C(=O)c2ccc3ncsc3c2)CC1,False
289,it3.5_AM-01_Imid-04_CA-13,COCCNC(=O)N1CCCN(C(=O)c2ccc(C)cc2)CC1,False
290,it3.5_AM-01_Imid-04_CA-14,COCCNC(=O)N1CCCN(C(=O)c2cccn2C)CC1,False
291,it3.5_AM-01_Imid-04_CA-15,COCCNC(=O)N1CCCN(C(=O)c2cccc(OC)c2)CC1,False
292,it3.5_AM-01_Imid-04_CA-18,COCCNC(=O)N1CCCN(C(=O)c2ccc([N+](=O)[O-])o2)CC1,False
293,it3.5_AM-01_Imid-04_CA-19,COCCNC(=O)N1CCCN(C(=O)C#Cc2ccccc2)CC1,False
294,it3.5_AM-01_Imid-04_CA-21,COCCNC(=O)N1CCCN(C(=O)CNC(=O)OC(C)(C)C)CC1,False
295,it3.5_AM-01_Imid-04_CA-22,COCCNC(=O)N1CCCN(C(=O)c2ccoc2)CC1,False
296,it3.5_AM-01_Imid-04_CA-23,COCCNC(=O)N1CCCN(C(=O)c2cscn2)CC1,False
297,it3.5_AM-01_Imid-04_CA-25,COCCNC(=O)N1CCCN(C(=O)c2ccc(C)o2)CC1,False
298,it3.5_AM-01_Imid-04_CA-29,COCCNC(=O)N1CCCN(C(=O)c2cc(C)c(C)o2)CC1,False
299,it3.5_AM-01_Imid-04_CA-30,COCCNC(=O)N1CCCN(C(=O)c2sccc2F)CC1,False
300,it3.5_AM-02_Imid-04_CA-01,O=C(NCC1CC1)N1CCCN(C(=O)c2scc3c2OCCO3)CC1,False
301,it3.5_AM-02_Imid-04_CA-03,Cc1ccc(C(=O)N2CCCN(C(=O)NCC3CC3)CC2)cc1N,False
302,it3.5_AM-02_Imid-04_CA-06,Cn1cnc(C(=O)N2CCCN(C(=O)NCC3CC3)CC2)c1,False
303,it3.5_AM-02_Imid-04_CA-07,O=C(NCC1CC1)N1CCCN(C(=O)c2ccccn2)CC1,False
304,it3.5_AM-02_Imid-04_CA-08,O=C(NCC1CC1)N1CCCN(C(=O)c2ccc3ncsc3c2)CC1,False
305,it3.5_AM-02_Imid-04_CA-12,O=C(Cc1ccccc1)N1CCCN(C(=O)NCC2CC2)CC1,False
306,it3.5_AM-02_Imid-04_CA-13,Cc1ccc(C(=O)N2CCCN(C(=O)NCC3CC3)CC2)cc1,False
307,it3.5_AM-02_Imid-04_CA-14,Cn1cccc1C(=O)N1CCCN(C(=O)NCC2CC2)CC1,False
308,it3.5_AM-02_Imid-04_CA-15,COc1cccc(C(=O)N2CCCN(C(=O)NCC3CC3)CC2)c1,False
310,it3.5_AM-02_Imid-04_CA-17,O=C(NCC1CC1)N1CCCN(C(=O)c2cncc(Br)c2)CC1,False
311,it3.5_AM-02_Imid-04_CA-18,O=C(NCC1CC1)N1CCCN(C(=O)c2ccc([N+](=O)[O-])o2)CC1,False
312,it3.5_AM-02_Imid-04_CA-19,O=C(C#Cc1ccccc1)N1CCCN(C(=O)NCC2CC2)CC1,False
313,it3.5_AM-02_Imid-04_CA-21,CC(C)(C)OC(=O)NCC(=O)N1CCCN(C(=O)NCC2CC2)CC1,False
314,it3.5_AM-02_Imid-04_CA-22,O=C(NCC1CC1)N1CCCN(C(=O)c2ccoc2)CC1,False
315,it3.5_AM-02_Imid-04_CA-24,O=C(NCC1CC1)N1CCCN(C(=O)c2ccno2)CC1,False
316,it3.5_AM-02_Imid-04_CA-25,Cc1ccc(C(=O)N2CCCN(C(=O)NCC3CC3)CC2)o1,False
317,it3.5_AM-02_Imid-04_CA-27,Cc1occc1C(=O)N1CCCN(C(=O)NCC2CC2)CC1,False
318,it3.5_AM-02_Imid-04_CA-29,Cc1cc(C(=O)N2CCCN(C(=O)NCC3CC3)CC2)oc1C,False
319,it3.5_AM-02_Imid-04_CA-30,O=C(NCC1CC1)N1CCCN(C(=O)c2sccc2F)CC1,False
320,it3.5_AM-03_Imid-04_CA-01,O=C(NCc1cccs1)N1CCCN(C(=O)c2scc3c2OCCO3)CC1,False
321,it3.5_AM-03_Imid-04_CA-02,O=C(NCc1cccs1)N1CCCN(C(=O)c2cocn2)CC1,False
322,it3.5_AM-03_Imid-04_CA-03,Cc1ccc(C(=O)N2CCCN(C(=O)NCc3cccs3)CC2)cc1N,False
323,it3.5_AM-03_Imid-04_CA-04,Cn1nccc1C(=O)N1CCCN(C(=O)NCc2cccs2)CC1,False
325,it3.5_AM-03_Imid-04_CA-08,O=C(NCc1cccs1)N1CCCN(C(=O)c2ccc3ncsc3c2)CC1,False
326,it3.5_AM-03_Imid-04_CA-09,O=C(NCc1cccs1)N1CCCN(C(=O)c2ccccc2O)CC1,False
327,it3.5_AM-03_Imid-04_CA-12,O=C(Cc1ccccc1)N1CCCN(C(=O)NCc2cccs2)CC1,False
328,it3.5_AM-03_Imid-04_CA-13,Cc1ccc(C(=O)N2CCCN(C(=O)NCc3cccs3)CC2)cc1,False
329,it3.5_AM-03_Imid-04_CA-14,Cn1cccc1C(=O)N1CCCN(C(=O)NCc2cccs2)CC1,False
330,it3.5_AM-03_Imid-04_CA-15,COc1cccc(C(=O)N2CCCN(C(=O)NCc3cccs3)CC2)c1,False
332,it3.5_AM-03_Imid-04_CA-19,O=C(C#Cc1ccccc1)N1CCCN(C(=O)NCc2cccs2)CC1,False
333,it3.5_AM-03_Imid-04_CA-20,O=C(NCc1cccs1)N1CCCN(C(=O)c2ccco2)CC1,False
334,it3.5_AM-03_Imid-04_CA-25,Cc1ccc(C(=O)N2CCCN(C(=O)NCc3cccs3)CC2)o1,False
335,it3.5_AM-03_Imid-04_CA-27,Cc1occc1C(=O)N1CCCN(C(=O)NCc2cccs2)CC1,False
336,it3.5_AM-03_Imid-04_CA-29,Cc1cc(C(=O)N2CCCN(C(=O)NCc3cccs3)CC2)oc1C,False
337,it3.5_AM-03_Imid-04_CA-30,O=C(NCc1cccs1)N1CCCN(C(=O)c2sccc2F)CC1,False
338,it3.5_AM-03_Imid-04_CA-31,O=C(NCc1cccs1)N1CCCN(C(=O)c2ccc(Cl)o2)CC1,False
339,it3.5_AM-03_Imid-04_CA-32,O=C(NCc1cccs1)N1CCCN(C(=O)c2ncco2)CC1,False
340,it3.5_AM-04_Imid-04_CA-03,Cc1ccc(C(=O)N2CCCN(C(=O)NCC(F)(F)F)CC2)cc1N,False
341,it3.5_AM-04_Imid-04_CA-08,O=C(NCC(F)(F)F)N1CCCN(C(=O)c2ccc3ncsc3c2)CC1,False
342,it3.5_AM-04_Imid-04_CA-10,O=C(NCC(F)(F)F)N1CCCN(C(=O)c2c[nH]cn2)CC1,False
343,it3.5_AM-04_Imid-04_CA-12,O=C(Cc1ccccc1)N1CCCN(C(=O)NCC(F)(F)F)CC1,False
344,it3.5_AM-04_Imid-04_CA-13,Cc1ccc(C(=O)N2CCCN(C(=O)NCC(F)(F)F)CC2)cc1,False
345,it3.5_AM-04_Imid-04_CA-14,Cn1cccc1C(=O)N1CCCN(C(=O)NCC(F)(F)F)CC1,False
346,it3.5_AM-04_Imid-04_CA-15,COc1cccc(C(=O)N2CCCN(C(=O)NCC(F)(F)F)CC2)c1,False
347,it3.5_AM-04_Imid-04_CA-17,O=C(NCC(F)(F)F)N1CCCN(C(=O)c2cncc(Br)c2)CC1,False
348,it3.5_AM-04_Imid-04_CA-19,O=C(C#Cc1ccccc1)N1CCCN(C(=O)NCC(F)(F)F)CC1,False
349,it3.5_AM-04_Imid-04_CA-21,CC(C)(C)OC(=O)NCC(=O)N1CCCN(C(=O)NCC(F)(F)F)CC1,False
350,it3.5_AM-04_Imid-04_CA-22,O=C(NCC(F)(F)F)N1CCCN(C(=O)c2ccoc2)CC1,False
351,it3.5_AM-04_Imid-04_CA-23,O=C(NCC(F)(F)F)N1CCCN(C(=O)c2cscn2)CC1,False
352,it3.5_AM-04_Imid-04_CA-24,O=C(NCC(F)(F)F)N1CCCN(C(=O)c2ccno2)CC1,False
353,it3.5_AM-04_Imid-04_CA-25,Cc1ccc(C(=O)N2CCCN(C(=O)NCC(F)(F)F)CC2)o1,False
354,it3.5_AM-04_Imid-04_CA-27,Cc1occc1C(=O)N1CCCN(C(=O)NCC(F)(F)F)CC1,False
355,it3.5_AM-04_Imid-04_CA-29,Cc1cc(C(=O)N2CCCN(C(=O)NCC(F)(F)F)CC2)oc1C,False
356,it3.5_AM-04_Imid-04_CA-30,O=C(NCC(F)(F)F)N1CCCN(C(=O)c2sccc2F)CC1,False
357,it3.5_AM-04_Imid-04_CA-32,O=C(NCC(F)(F)F)N1CCCN(C(=O)c2ncco2)CC1,False
358,it3.5_AM-05_Imid-04_CA-12,O=C(Cc1ccccc1)N1CCCN(C(=O)NCc2cccnc2)CC1,False
359,it3.5_AM-05_Imid-04_CA-13,Cc1ccc(C(=O)N2CCCN(C(=O)NCc3cccnc3)CC2)cc1,False
360,it3.5_AM-05_Imid-04_CA-14,Cn1cccc1C(=O)N1CCCN(C(=O)NCc2cccnc2)CC1,False
361,it3.5_AM-05_Imid-04_CA-21,CC(C)(C)OC(=O)NCC(=O)N1CCCN(C(=O)NCc2cccnc2)CC1,False
362,it3.5_AM-05_Imid-04_CA-22,O=C(NCc1cccnc1)N1CCCN(C(=O)c2ccoc2)CC1,False
363,it3.5_AM-05_Imid-04_CA-23,O=C(NCc1cccnc1)N1CCCN(C(=O)c2cscn2)CC1,False
364,it3.5_AM-05_Imid-04_CA-29,Cc1cc(C(=O)N2CCCN(C(=O)NCc3cccnc3)CC2)oc1C,False
365,it3.5_AM-06_Imid-04_CA-02,COc1ccc(NC(=O)N2CCCN(C(=O)c3cocn3)CC2)cc1,False
366,it3.5_AM-06_Imid-04_CA-06,COc1ccc(NC(=O)N2CCCN(C(=O)c3cn(C)cn3)CC2)cc1,False
367,it3.5_AM-06_Imid-04_CA-07,COc1ccc(NC(=O)N2CCCN(C(=O)c3ccccn3)CC2)cc1,False
368,it3.5_AM-06_Imid-04_CA-08,COc1ccc(NC(=O)N2CCCN(C(=O)c3ccc4ncsc4c3)CC2)cc1,False
369,it3.5_AM-06_Imid-04_CA-12,COc1ccc(NC(=O)N2CCCN(C(=O)Cc3ccccc3)CC2)cc1,False
370,it3.5_AM-06_Imid-04_CA-14,COc1ccc(NC(=O)N2CCCN(C(=O)c3cccn3C)CC2)cc1,False
371,it3.5_AM-06_Imid-04_CA-15,COc1ccc(NC(=O)N2CCCN(C(=O)c3cccc(OC)c3)CC2)cc1,False
372,it3.5_AM-06_Imid-04_CA-16,COc1ccc(NC(=O)N2CCCN(C(=O)c3cccs3)CC2)cc1,False
373,it3.5_AM-06_Imid-04_CA-19,COc1ccc(NC(=O)N2CCCN(C(=O)C#Cc3ccccc3)CC2)cc1,False
374,it3.5_AM-06_Imid-04_CA-20,COc1ccc(NC(=O)N2CCCN(C(=O)c3ccco3)CC2)cc1,False
375,it3.5_AM-06_Imid-04_CA-22,COc1ccc(NC(=O)N2CCCN(C(=O)c3ccoc3)CC2)cc1,False
376,it3.5_AM-06_Imid-04_CA-23,COc1ccc(NC(=O)N2CCCN(C(=O)c3cscn3)CC2)cc1,False
377,it3.5_AM-06_Imid-04_CA-27,COc1ccc(NC(=O)N2CCCN(C(=O)c3ccoc3C)CC2)cc1,False
378,it3.5_AM-07_Imid-04_CA-01,CCCCNC(=O)N1CCCN(C(=O)c2scc3c2OCCO3)CC1,False
379,it3.5_AM-07_Imid-04_CA-02,CCCCNC(=O)N1CCCN(C(=O)c2cocn2)CC1,False
380,it3.5_AM-07_Imid-04_CA-03,CCCCNC(=O)N1CCCN(C(=O)c2ccc(C)c(N)c2)CC1,False
381,it3.5_AM-07_Imid-04_CA-04,CCCCNC(=O)N1CCCN(C(=O)c2ccnn2C)CC1,False
383,it3.5_AM-07_Imid-04_CA-08,CCCCNC(=O)N1CCCN(C(=O)c2ccc3ncsc3c2)CC1,False
384,it3.5_AM-07_Imid-04_CA-12,CCCCNC(=O)N1CCCN(C(=O)Cc2ccccc2)CC1,False
385,it3.5_AM-07_Imid-04_CA-13,CCCCNC(=O)N1CCCN(C(=O)c2ccc(C)cc2)CC1,False
386,it3.5_AM-07_Imid-04_CA-14,CCCCNC(=O)N1CCCN(C(=O)c2cccn2C)CC1,False
387,it3.5_AM-07_Imid-04_CA-15,CCCCNC(=O)N1CCCN(C(=O)c2cccc(OC)c2)CC1,False
389,it3.5_AM-07_Imid-04_CA-17,CCCCNC(=O)N1CCCN(C(=O)c2cncc(Br)c2)CC1,False
390,it3.5_AM-07_Imid-04_CA-18,CCCCNC(=O)N1CCCN(C(=O)c2ccc([N+](=O)[O-])o2)CC1,False
391,it3.5_AM-07_Imid-04_CA-19,CCCCNC(=O)N1CCCN(C(=O)C#Cc2ccccc2)CC1,False
393,it3.5_AM-07_Imid-04_CA-21,CCCCNC(=O)N1CCCN(C(=O)CNC(=O)OC(C)(C)C)CC1,False
394,it3.5_AM-07_Imid-04_CA-22,CCCCNC(=O)N1CCCN(C(=O)c2ccoc2)CC1,False
395,it3.5_AM-07_Imid-04_CA-23,CCCCNC(=O)N1CCCN(C(=O)c2cscn2)CC1,False
396,it3.5_AM-07_Imid-04_CA-24,CCCCNC(=O)N1CCCN(C(=O)c2ccno2)CC1,False
397,it3.5_AM-07_Imid-04_CA-25,CCCCNC(=O)N1CCCN(C(=O)c2ccc(C)o2)CC1,False
398,it3.5_AM-07_Imid-04_CA-27,CCCCNC(=O)N1CCCN(C(=O)c2ccoc2C)CC1,False
399,it3.5_AM-07_Imid-04_CA-29,CCCCNC(=O)N1CCCN(C(=O)c2cc(C)c(C)o2)CC1,False
400,it3.5_AM-07_Imid-04_CA-30,CCCCNC(=O)N1CCCN(C(=O)c2sccc2F)CC1,False
401,it3.5_AM-07_Imid-04_CA-31,CCCCNC(=O)N1CCCN(C(=O)c2ccc(Cl)o2)CC1,False
402,it3.5_AM-07_Imid-04_CA-32,CCCCNC(=O)N1CCCN(C(=O)c2ncco2)CC1,False
403,it3.5_AM-08_Imid-04_CA-01,CC(C)NC(=O)N1CCCN(C(=O)c2scc3c2OCCO3)CC1,False
404,it3.5_AM-08_Imid-04_CA-02,CC(C)NC(=O)N1CCCN(C(=O)c2cocn2)CC1,False
405,it3.5_AM-08_Imid-04_CA-07,CC(C)NC(=O)N1CCCN(C(=O)c2ccccn2)CC1,False
406,it3.5_AM-08_Imid-04_CA-08,CC(C)NC(=O)N1CCCN(C(=O)c2ccc3ncsc3c2)CC1,False
407,it3.5_AM-08_Imid-04_CA-12,CC(C)NC(=O)N1CCCN(C(=O)Cc2ccccc2)CC1,False
408,it3.5_AM-08_Imid-04_CA-13,Cc1ccc(C(=O)N2CCCN(C(=O)NC(C)C)CC2)cc1,False
409,it3.5_AM-08_Imid-04_CA-15,COc1cccc(C(=O)N2CCCN(C(=O)NC(C)C)CC2)c1,False
411,it3.5_AM-08_Imid-04_CA-17,CC(C)NC(=O)N1CCCN(C(=O)c2cncc(Br)c2)CC1,False
412,it3.5_AM-08_Imid-04_CA-19,CC(C)NC(=O)N1CCCN(C(=O)C#Cc2ccccc2)CC1,False
414,it3.5_AM-08_Imid-04_CA-21,CC(C)NC(=O)N1CCCN(C(=O)CNC(=O)OC(C)(C)C)CC1,False
415,it3.5_AM-08_Imid-04_CA-22,CC(C)NC(=O)N1CCCN(C(=O)c2ccoc2)CC1,False
416,it3.5_AM-08_Imid-04_CA-25,Cc1ccc(C(=O)N2CCCN(C(=O)NC(C)C)CC2)o1,False
417,it3.5_AM-08_Imid-04_CA-27,Cc1occc1C(=O)N1CCCN(C(=O)NC(C)C)CC1,False
418,it3.5_AM-08_Imid-04_CA-29,Cc1cc(C(=O)N2CCCN(C(=O)NC(C)C)CC2)oc1C,False
419,it3.5_AM-08_Imid-04_CA-30,CC(C)NC(=O)N1CCCN(C(=O)c2sccc2F)CC1,False
420,it3.5_AM-08_Imid-04_CA-31,CC(C)NC(=O)N1CCCN(C(=O)c2ccc(Cl)o2)CC1,False
421,it3.5_AM-08_Imid-04_CA-32,CC(C)NC(=O)N1CCCN(C(=O)c2ncco2)CC1,False
422,it3.5_AM-01_Imid-03_CA-01,COCCNC(=O)N1CCN(C(=O)c2scc3c2OCCO3)C(C)C1,False
423,it3.5_AM-01_Imid-03_CA-08,COCCNC(=O)N1CCN(C(=O)c2ccc3ncsc3c2)C(C)C1,False
424,it3.5_AM-01_Imid-03_CA-15,COCCNC(=O)N1CCN(C(=O)c2cccc(OC)c2)C(C)C1,False
425,it3.5_AM-01_Imid-03_CA-16,COCCNC(=O)N1CCN(C(=O)c2cccs2)C(C)C1,False
426,it3.5_AM-01_Imid-03_CA-19,COCCNC(=O)N1CCN(C(=O)C#Cc2ccccc2)C(C)C1,False
427,it3.5_AM-01_Imid-03_CA-21,COCCNC(=O)N1CCN(C(=O)CNC(=O)OC(C)(C)C)C(C)C1,False
428,it3.5_AM-01_Imid-03_CA-25,COCCNC(=O)N1CCN(C(=O)c2ccc(C)o2)C(C)C1,False
429,it3.5_AM-01_Imid-03_CA-27,COCCNC(=O)N1CCN(C(=O)c2ccoc2C)C(C)C1,False
430,it3.5_AM-01_Imid-03_CA-29,COCCNC(=O)N1CCN(C(=O)c2cc(C)c(C)o2)C(C)C1,False
431,it3.5_AM-02_Imid-03_CA-01,CC1CN(C(=O)NCC2CC2)CCN1C(=O)c1scc2c1OCCO2,False
432,it3.5_AM-02_Imid-03_CA-02,CC1CN(C(=O)NCC2CC2)CCN1C(=O)c1cocn1,False
433,it3.5_AM-02_Imid-03_CA-06,CC1CN(C(=O)NCC2CC2)CCN1C(=O)c1cn(C)cn1,False
434,it3.5_AM-02_Imid-03_CA-07,CC1CN(C(=O)NCC2CC2)CCN1C(=O)c1ccccn1,False
435,it3.5_AM-02_Imid-03_CA-08,CC1CN(C(=O)NCC2CC2)CCN1C(=O)c1ccc2ncsc2c1,False
436,it3.5_AM-02_Imid-03_CA-12,CC1CN(C(=O)NCC2CC2)CCN1C(=O)Cc1ccccc1,False
437,it3.5_AM-02_Imid-03_CA-13,Cc1ccc(C(=O)N2CCN(C(=O)NCC3CC3)CC2C)cc1,False
438,it3.5_AM-02_Imid-03_CA-14,CC1CN(C(=O)NCC2CC2)CCN1C(=O)c1cccn1C,False
439,it3.5_AM-02_Imid-03_CA-15,COc1cccc(C(=O)N2CCN(C(=O)NCC3CC3)CC2C)c1,False
440,it3.5_AM-02_Imid-03_CA-17,CC1CN(C(=O)NCC2CC2)CCN1C(=O)c1cncc(Br)c1,False
441,it3.5_AM-02_Imid-03_CA-18,CC1CN(C(=O)NCC2CC2)CCN1C(=O)c1ccc([N+](=O)[O-])o1,False
442,it3.5_AM-02_Imid-03_CA-19,CC1CN(C(=O)NCC2CC2)CCN1C(=O)C#Cc1ccccc1,False
443,it3.5_AM-02_Imid-03_CA-22,CC1CN(C(=O)NCC2CC2)CCN1C(=O)c1ccoc1,False
444,it3.5_AM-02_Imid-03_CA-23,CC1CN(C(=O)NCC2CC2)CCN1C(=O)c1cscn1,False
445,it3.5_AM-02_Imid-03_CA-24,CC1CN(C(=O)NCC2CC2)CCN1C(=O)c1ccno1,False
446,it3.5_AM-02_Imid-03_CA-30,CC1CN(C(=O)NCC2CC2)CCN1C(=O)c1sccc1F,False
447,it3.5_AM-02_Imid-03_CA-32,CC1CN(C(=O)NCC2CC2)CCN1C(=O)c1ncco1,False
448,it3.5_AM-03_Imid-03_CA-02,CC1CN(C(=O)NCc2cccs2)CCN1C(=O)c1cocn1,False
449,it3.5_AM-03_Imid-03_CA-12,CC1CN(C(=O)NCc2cccs2)CCN1C(=O)Cc1ccccc1,False
450,it3.5_AM-04_Imid-03_CA-01,CC1CN(C(=O)NCC(F)(F)F)CCN1C(=O)c1scc2c1OCCO2,False
451,it3.5_AM-04_Imid-03_CA-02,CC1CN(C(=O)NCC(F)(F)F)CCN1C(=O)c1cocn1,False
452,it3.5_AM-04_Imid-03_CA-03,Cc1ccc(C(=O)N2CCN(C(=O)NCC(F)(F)F)CC2C)cc1N,False
453,it3.5_AM-04_Imid-03_CA-07,CC1CN(C(=O)NCC(F)(F)F)CCN1C(=O)c1ccccn1,False
454,it3.5_AM-04_Imid-03_CA-12,CC1CN(C(=O)NCC(F)(F)F)CCN1C(=O)Cc1ccccc1,False
455,it3.5_AM-04_Imid-03_CA-15,COc1cccc(C(=O)N2CCN(C(=O)NCC(F)(F)F)CC2C)c1,False
456,it3.5_AM-04_Imid-03_CA-19,CC1CN(C(=O)NCC(F)(F)F)CCN1C(=O)C#Cc1ccccc1,False
457,it3.5_AM-04_Imid-03_CA-20,CC1CN(C(=O)NCC(F)(F)F)CCN1C(=O)c1ccco1,False
458,it3.5_AM-04_Imid-03_CA-22,CC1CN(C(=O)NCC(F)(F)F)CCN1C(=O)c1ccoc1,False
459,it3.5_AM-04_Imid-03_CA-23,CC1CN(C(=O)NCC(F)(F)F)CCN1C(=O)c1cscn1,False
460,it3.5_AM-04_Imid-03_CA-25,Cc1ccc(C(=O)N2CCN(C(=O)NCC(F)(F)F)CC2C)o1,False
461,it3.5_AM-04_Imid-03_CA-27,Cc1occc1C(=O)N1CCN(C(=O)NCC(F)(F)F)CC1C,False
462,it3.5_AM-04_Imid-03_CA-32,CC1CN(C(=O)NCC(F)(F)F)CCN1C(=O)c1ncco1,False
463,it3.5_AM-05_Imid-03_CA-12,CC1CN(C(=O)NCc2cccnc2)CCN1C(=O)Cc1ccccc1,False
464,it3.5_AM-05_Imid-03_CA-15,COc1cccc(C(=O)N2CCN(C(=O)NCc3cccnc3)CC2C)c1,False
465,it3.5_AM-05_Imid-03_CA-17,CC1CN(C(=O)NCc2cccnc2)CCN1C(=O)c1cncc(Br)c1,False
466,it3.5_AM-05_Imid-03_CA-18,CC1CN(C(=O)NCc2cccnc2)CCN1C(=O)c1ccc([N+](=O)[O-])o1,False
467,it3.5_AM-05_Imid-03_CA-22,CC1CN(C(=O)NCc2cccnc2)CCN1C(=O)c1ccoc1,False
468,it3.5_AM-05_Imid-03_CA-27,Cc1occc1C(=O)N1CCN(C(=O)NCc2cccnc2)CC1C,False
469,it3.5_AM-05_Imid-03_CA-29,Cc1cc(C(=O)N2CCN(C(=O)NCc3cccnc3)CC2C)oc1C,False
470,it3.5_AM-05_Imid-03_CA-32,CC1CN(C(=O)NCc2cccnc2)CCN1C(=O)c1ncco1,False
471,it3.5_AM-06_Imid-03_CA-01,COc1ccc(NC(=O)N2CCN(C(=O)c3scc4c3OCCO4)C(C)C2)cc1,False
472,it3.5_AM-06_Imid-03_CA-02,COc1ccc(NC(=O)N2CCN(C(=O)c3cocn3)C(C)C2)cc1,False
473,it3.5_AM-06_Imid-03_CA-03,COc1ccc(NC(=O)N2CCN(C(=O)c3ccc(C)c(N)c3)C(C)C2)cc1,False
474,it3.5_AM-06_Imid-03_CA-04,COc1ccc(NC(=O)N2CCN(C(=O)c3ccnn3C)C(C)C2)cc1,False
475,it3.5_AM-06_Imid-03_CA-06,COc1ccc(NC(=O)N2CCN(C(=O)c3cn(C)cn3)C(C)C2)cc1,False
476,it3.5_AM-06_Imid-03_CA-07,COc1ccc(NC(=O)N2CCN(C(=O)c3ccccn3)C(C)C2)cc1,False
477,it3.5_AM-06_Imid-03_CA-12,COc1ccc(NC(=O)N2CCN(C(=O)Cc3ccccc3)C(C)C2)cc1,False
478,it3.5_AM-06_Imid-03_CA-13,COc1ccc(NC(=O)N2CCN(C(=O)c3ccc(C)cc3)C(C)C2)cc1,False
479,it3.5_AM-06_Imid-03_CA-14,COc1ccc(NC(=O)N2CCN(C(=O)c3cccn3C)C(C)C2)cc1,False
480,it3.5_AM-06_Imid-03_CA-15,COc1ccc(NC(=O)N2CCN(C(=O)c3cccc(OC)c3)C(C)C2)cc1,False
481,it3.5_AM-06_Imid-03_CA-16,COc1ccc(NC(=O)N2CCN(C(=O)c3cccs3)C(C)C2)cc1,False
482,it3.5_AM-06_Imid-03_CA-19,COc1ccc(NC(=O)N2CCN(C(=O)C#Cc3ccccc3)C(C)C2)cc1,False
483,it3.5_AM-06_Imid-03_CA-20,COc1ccc(NC(=O)N2CCN(C(=O)c3ccco3)C(C)C2)cc1,False
484,it3.5_AM-06_Imid-03_CA-22,COc1ccc(NC(=O)N2CCN(C(=O)c3ccoc3)C(C)C2)cc1,False
485,it3.5_AM-06_Imid-03_CA-23,COc1ccc(NC(=O)N2CCN(C(=O)c3cscn3)C(C)C2)cc1,False
486,it3.5_AM-06_Imid-03_CA-27,COc1ccc(NC(=O)N2CCN(C(=O)c3ccoc3C)C(C)C2)cc1,False
487,it3.5_AM-06_Imid-03_CA-29,COc1ccc(NC(=O)N2CCN(C(=O)c3cc(C)c(C)o3)C(C)C2)cc1,False
488,it3.5_AM-06_Imid-03_CA-30,COc1ccc(NC(=O)N2CCN(C(=O)c3sccc3F)C(C)C2)cc1,False
489,it3.5_AM-06_Imid-03_CA-31,COc1ccc(NC(=O)N2CCN(C(=O)c3ccc(Cl)o3)C(C)C2)cc1,False
490,it3.5_AM-07_Imid-03_CA-01,CCCCNC(=O)N1CCN(C(=O)c2scc3c2OCCO3)C(C)C1,False
491,it3.5_AM-07_Imid-03_CA-03,CCCCNC(=O)N1CCN(C(=O)c2ccc(C)c(N)c2)C(C)C1,False
492,it3.5_AM-07_Imid-03_CA-06,CCCCNC(=O)N1CCN(C(=O)c2cn(C)cn2)C(C)C1,False
493,it3.5_AM-07_Imid-03_CA-07,CCCCNC(=O)N1CCN(C(=O)c2ccccn2)C(C)C1,False
494,it3.5_AM-07_Imid-03_CA-12,CCCCNC(=O)N1CCN(C(=O)Cc2ccccc2)C(C)C1,False
495,it3.5_AM-07_Imid-03_CA-13,CCCCNC(=O)N1CCN(C(=O)c2ccc(C)cc2)C(C)C1,False
496,it3.5_AM-07_Imid-03_CA-15,CCCCNC(=O)N1CCN(C(=O)c2cccc(OC)c2)C(C)C1,False
497,it3.5_AM-07_Imid-03_CA-16,CCCCNC(=O)N1CCN(C(=O)c2cccs2)C(C)C1,False
498,it3.5_AM-07_Imid-03_CA-17,CCCCNC(=O)N1CCN(C(=O)c2cncc(Br)c2)C(C)C1,False
499,it3.5_AM-07_Imid-03_CA-18,CCCCNC(=O)N1CCN(C(=O)c2ccc([N+](=O)[O-])o2)C(C)C1,False
