,Name,Smiles,Binding
0,it1.0_AM-01_furan-piperazine-01,CCOC(=O)N1CCN(C(=O)N2CCN(C(=O)c3ccco3)CC2)CC1,False
3,it1.0_AM-04_furan-piperazine-01,O=C(c1ccco1)N1CCN(C(=O)N2CCN(CCO)CC2)CC1,False
5,it1.0_AM-07_furan-piperazine-01,O=C(c1ccco1)N1CCN(C(=O)N2CCN(c3ccccc3)CC2)CC1,False
6,it1.0_AM-09_furan-piperazine-01,CN1CCN(C(=O)N2CCN(C(=O)c3ccco3)CC2)CC1,False
7,it1.0_AM-10_furan-piperazine-01,COCCNC(=O)N1CCN(C(=O)c2ccco2)CC1,True
12,it1.0_AM-15_furan-piperazine-01,CCCCNC(=O)N1CCN(C(=O)c2ccco2)CC1,True
14,it1.0_AM-18_furan-piperazine-01,COc1ccc(NC(=O)N2CCN(C(=O)c3ccco3)CC2)c(F)c1,True
16,it1.0_AM-20_furan-piperazine-01,O=C(Nc1nc2ccccc2o1)N1CCN(C(=O)c2ccco2)CC1,True
18,it1.0_AM-25_furan-piperazine-01,COc1ccc(NC(=O)N2CCN(C(=O)c3ccco3)CC2)cc1,True
20,it1.0_AM-27_furan-piperazine-01,O=C(NCC1CC1)N1CCN(C(=O)c2ccco2)CC1,True
22,it1.0_AM-29_furan-piperazine-01,CCN(CC)C(=O)N1CCN(C(=O)c2ccco2)CC1,False
24,it1.0_AM-31_furan-piperazine-01,CC(C)NC(=O)N1CCN(C(=O)c2ccco2)CC1,True
25,it1.0_AM-32_furan-piperazine-01,O=C(NCC(F)(F)F)N1CCN(C(=O)c2ccco2)CC1,True
29,it1.0_AM-38_furan-piperazine-01,CS(=O)(=O)N1CCN(C(=O)N2CCN(C(=O)c3ccco3)CC2)CC1,False
31,it1.0_AM-40_furan-piperazine-01,CC(C)C(=O)N1CCN(C(=O)N2CCN(C(=O)c3ccco3)CC2)CC1,False
32,it1.0_AM-42_furan-piperazine-01,O=C(Nc1nc2ccccc2[nH]1)N1CCN(C(=O)c2ccco2)CC1,False
33,it1.0_AM-43_furan-piperazine-01,Nc1ccc(CC(=O)NC(=O)N2CCN(C(=O)c3ccco3)CC2)cc1,False
35,it1.0_AM-46_furan-piperazine-01,O=C(c1ccco1)N1CCN(C(=O)N2CCNCC2=O)CC1,False
36,it1.0_AM-47_furan-piperazine-01,O=C(c1ccco1)N1CCN(C(=O)N2CCN(Cc3ccco3)CC2)CC1,False
39,it1.0_AM-50_furan-piperazine-01,O=C(Nc1ccc(F)cc1F)N1CCN(C(=O)c2ccco2)CC1,True
40,it1.0_AM-52_furan-piperazine-01,O=C(Nc1cccc(O)c1)N1CCN(C(=O)c2ccco2)CC1,False
42,it1.0_AM-54_furan-piperazine-01,O=C(NCc1cccs1)N1CCN(C(=O)c2ccco2)CC1,True
43,it1.0_AM-55_furan-piperazine-01,CN(C(=O)N1CCN(C(=O)c2ccco2)CC1)C1CCS(=O)(=O)C1,False
45,it1.0_AM-01_morpholine-01,CCOC(=O)N1CCN(C(=O)N2CCOCC2)CC1,False
48,it1.0_AM-04_morpholine-01,O=C(N1CCOCC1)N1CCN(CCO)CC1,False
49,it1.0_AM-06_morpholine-01,O=C(NC1CCCC1)N1CCOCC1,False
51,it1.0_AM-08_morpholine-01,O=C(N1CCOCC1)N1CCSCC1,False
52,it1.0_AM-10_morpholine-01,COCCNC(=O)N1CCOCC1,False
54,it1.0_AM-13_morpholine-01,O=C(NCCN1CCOCC1)N1CCOCC1,False
57,it1.0_AM-17_morpholine-01,O=C(Nc1ccc2ncsc2c1)N1CCOCC1,False
59,it1.0_AM-19_morpholine-01,CC(C)CCNC(=O)N1CCOCC1,False
60,it1.0_AM-20_morpholine-01,O=C(Nc1nc2ccccc2o1)N1CCOCC1,False
61,it1.0_AM-21_morpholine-01,CCCCCNC(=O)N1CCOCC1,False
62,it1.0_AM-22_morpholine-01,CC(C)CC(CO)NC(=O)N1CCOCC1,False
63,it1.0_AM-24_morpholine-01,CCCNC(=O)N1CCOCC1,False
67,it1.0_AM-29_morpholine-01,CCN(CC)C(=O)N1CCOCC1,False
68,it1.0_AM-30_morpholine-01,O=C(NC1CC1)N1CCOCC1,False
72,it1.0_AM-38_morpholine-01,CS(=O)(=O)N1CCN(C(=O)N2CCOCC2)CC1,False
73,it1.0_AM-40_morpholine-01,CC(C)C(=O)N1CCN(C(=O)N2CCOCC2)CC1,False
74,it1.0_AM-42_morpholine-01,O=C(Nc1nc2ccccc2[nH]1)N1CCOCC1,False
77,it1.0_AM-55_morpholine-01,CN(C(=O)N1CCOCC1)C1CCS(=O)(=O)C1,False
78,it2.0_CA-01_piperazine-01,O=C(Cc1c[nH]cn1)N1CCN(C(=O)c2ccco2)CC1,False
79,it2.0_CA-02_piperazine-01,O=C(c1ccco1)N1CCN(C(=O)c2scc3c2OCCO3)CC1,False
80,it2.0_CA-03_piperazine-01,O=C(c1ccco1)N1CCN(C(=O)C(O)c2ccccc2)CC1,False
82,it2.0_CA-05_piperazine-01,Cc1cc(C)c(C(=O)N2CCN(C(=O)c3ccco3)CC2)c(C)c1,False
83,it2.0_CA-06_piperazine-01,O=C(C#Cc1ccccc1)N1CCN(C(=O)c2ccco2)CC1,False
84,it2.0_CA-07_piperazine-01,O=C(CCc1ccc(Cl)cc1)N1CCN(C(=O)c2ccco2)CC1,False
86,it2.0_CA-09_piperazine-01,O=C(c1ccco1)N1CCN(C(=O)c2ccc3cccnc3c2O)CC1,False
87,it2.0_CA-10_piperazine-01,Cn1nccc1C(=O)N1CCN(C(=O)c2ccco2)CC1,False
88,it2.0_CA-11_piperazine-01,COc1cccc(OC)c1C(=O)N1CCN(C(=O)c2ccco2)CC1,False
90,it2.0_CA-13_piperazine-01,O=C(Cc1ccc(Cl)nc1)N1CCN(C(=O)c2ccco2)CC1,False
92,it2.0_CA-15_piperazine-01,O=C(CCc1ccccc1)N1CCN(C(=O)c2ccco2)CC1,False
93,it2.0_CA-16_piperazine-01,COc1cc(CC(=O)N2CCN(C(=O)c3ccco3)CC2)ccc1O,False
95,it2.0_CA-19_piperazine-01,O=C(c1ccc2ncccc2c1)N1CCN(C(=O)c2ccco2)CC1,False
96,it2.0_CA-20_piperazine-01,O=C(c1ccco1)N1CCN(C(=O)c2ccccc2O)CC1,False
97,it2.0_CA-21_piperazine-01,O=C(c1ccco1)N1CCN(C(=O)c2ccccc2I)CC1,False
98,it2.0_CA-23_piperazine-01,O=C(c1c[nH]cn1)N1CCN(C(=O)c2ccco2)CC1,False
99,it2.0_CA-25_piperazine-01,COc1ccc(OC)c(CC(=O)N2CCN(C(=O)c3ccco3)CC2)c1,False
100,it2.0_CA-26_piperazine-01,O=C(c1ccco1)N1CCN(C(=O)c2sc3ccccc3c2Cl)CC1,False
102,it2.0_CA-28_piperazine-01,CC(C)(C)OC(=O)N1CCCCC1C(=O)N1CCN(C(=O)c2ccco2)CC1,False
103,it2.0_CA-29_piperazine-01,Cc1cc([N+](=O)[O-])ccc1C(=O)N1CCN(C(=O)c2ccco2)CC1,False
104,it2.0_CA-30_piperazine-01,C#CCCCC(=O)N1CCN(C(=O)c2ccco2)CC1,False
105,it2.0_CA-31_piperazine-01,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)N1CCN(C(=O)c2ccco2)CC1,False
106,it2.0_CA-32_piperazine-01,COC(=O)CCCCCCC(=O)N1CCN(C(=O)c2ccco2)CC1,False
108,it2.0_CA-35_piperazine-01,Cn1cccc1C(=O)N1CCN(C(=O)c2ccco2)CC1,False
109,it2.0_CA-36_piperazine-01,O=C(c1cc(O)c2cccc(O)c2n1)N1CCN(C(=O)c2ccco2)CC1,False
110,it2.0_CA-37_piperazine-01,COc1cccc(C(=O)N2CCN(C(=O)c3ccco3)CC2)c1,False
111,it2.0_CA-38_piperazine-01,O=C(c1ccc([N+](=O)[O-])cc1)N1CCN(C(=O)c2ccco2)CC1,False
112,it2.0_CA-39_piperazine-01,O=C(c1ccc2cccc(O)c2n1)N1CCN(C(=O)c2ccco2)CC1,False
113,it2.0_CA-40_piperazine-01,CCCCCCCCCCCCCCCC(=O)N1CCN(C(=O)c2ccco2)CC1,False
114,it2.0_CA-41_piperazine-01,O=C(c1ccco1)N1CCN(C(=O)C2COc3ccccc3O2)CC1,False
116,it2.0_CA-43_piperazine-01,O=C(c1cncc(Br)c1)N1CCN(C(=O)c2ccco2)CC1,False
117,it2.0_CA-44_piperazine-01,C=CCCC(=O)N1CCN(C(=O)c2ccco2)CC1,False
118,it2.0_CA-45_piperazine-01,O=C(c1ccco1)N1CCN(C(=O)c2ccc([N+](=O)[O-])o2)CC1,False
119,it2.0_CA-46_piperazine-01,CC(O)C(=O)N1CCN(C(=O)c2ccco2)CC1,False
120,it2.0_CA-47_piperazine-01,CC(c1ccccc1)N1CC(C(=O)N2CCN(C(=O)c3ccco3)CC2)CC1=O,False
121,it2.0_CA-48_piperazine-01,O=C(CN1CCS(=O)(=O)CC1)N1CCN(C(=O)c2ccco2)CC1,False
122,it2.0_CA-49_piperazine-01,CNC(=O)C1(C(=O)N2CCN(C(=O)c3ccco3)CC2)CC1,False
123,it2.0_CA-51_piperazine-01,CNc1ccccc1C(=O)N1CCN(C(=O)c2ccco2)CC1,False
124,it2.0_CA-52_piperazine-01,Cc1cc(C)nc(C(=O)N2CCN(C(=O)c3ccco3)CC2)c1,False
126,it2.0_CA-54_piperazine-01,Cc1ccc(F)cc1C(=O)N1CCN(C(=O)c2ccco2)CC1,False
127,it2.0_CA-55_piperazine-01,Cc1cccc(CC(=O)N2CCN(C(=O)c3ccco3)CC2)c1,False
128,it2.0_CA-56_piperazine-01,O=C(c1ccc(Cl)c(Cl)c1)N1CCN(C(=O)c2ccco2)CC1,False
129,it2.0_CA-57_piperazine-01,Cc1ccccc1CC(=O)N1CCN(C(=O)c2ccco2)CC1,False
130,it2.0_CA-58_piperazine-01,O=C(c1cccc(O)c1)N1CCN(C(=O)c2ccco2)CC1,False
131,it2.0_CA-59_piperazine-01,O=C(Cc1cccc(O)c1)N1CCN(C(=O)c2ccco2)CC1,False
132,it2.0_CA-60_piperazine-01,COc1cccc(CC(=O)N2CCN(C(=O)c3ccco3)CC2)c1,False
133,it2.0_CA-61_piperazine-01,O=C(c1ccco1)N1CCN(C(=O)C(F)(F)F)CC1,False
134,it2.0_CA-63_piperazine-01,O=C(c1ccco1)N1CCN(C(=O)[C@@H]2CCCN2)CC1,False
135,it2.0_CA-64_piperazine-01,O=C(c1ccccc1)N1CCN(C(=O)c2ccco2)CC1,False
136,it3.0_AM-01_Imid-04_CA-02,COCCNC(=O)N1CCN(C(=O)c2scc3c2OCCO3)CC1,False
137,it3.0_AM-01_Imid-04_CA-05,COCCNC(=O)N1CCN(C(=O)c2c(C)cc(C)cc2C)CC1,False
138,it3.0_AM-01_Imid-04_CA-06,COCCNC(=O)N1CCN(C(=O)C#Cc2ccccc2)CC1,False
139,it3.0_AM-01_Imid-04_CA-07,COCCNC(=O)N1CCN(C(=O)CCc2ccc(Cl)cc2)CC1,False
140,it3.0_AM-01_Imid-04_CA-10,COCCNC(=O)N1CCN(C(=O)c2ccnn2C)CC1,False
141,it3.0_AM-01_Imid-04_CA-11,COCCNC(=O)N1CCN(C(=O)c2c(OC)cccc2OC)CC1,False
142,it3.0_AM-01_Imid-04_CA-13,COCCNC(=O)N1CCN(C(=O)Cc2ccc(Cl)nc2)CC1,False
143,it3.0_AM-01_Imid-04_CA-15,COCCNC(=O)N1CCN(C(=O)CCc2ccccc2)CC1,False
144,it3.0_AM-01_Imid-04_CA-18,COCCNC(=O)N1CCN(C(=O)c2ccc3ncsc3c2)CC1,False
145,it3.0_AM-01_Imid-04_CA-21,COCCNC(=O)N1CCN(C(=O)c2ccccc2I)CC1,False
146,it3.0_AM-01_Imid-04_CA-26,COCCNC(=O)N1CCN(C(=O)c2sc3ccccc3c2Cl)CC1,False
147,it3.0_AM-01_Imid-04_CA-27,COCCNC(=O)N1CCN(C(=O)C(c2ccccc2)c2ccccc2)CC1,False
148,it3.0_AM-01_Imid-04_CA-28,COCCNC(=O)N1CCN(C(=O)C2CCCCN2C(=O)OC(C)(C)C)CC1,False
149,it3.0_AM-01_Imid-04_CA-29,COCCNC(=O)N1CCN(C(=O)c2ccc([N+](=O)[O-])cc2C)CC1,False
150,it3.0_AM-01_Imid-04_CA-30,C#CCCCC(=O)N1CCN(C(=O)NCCOC)CC1,False
151,it3.0_AM-01_Imid-04_CA-31,COCCNC(=O)N1CCN(C(=O)/C=C/c2ccc([N+](=O)[O-])cc2)CC1,False
152,it3.0_AM-01_Imid-04_CA-32,COCCNC(=O)N1CCN(C(=O)CCCCCCC(=O)OC)CC1,False
153,it3.0_AM-01_Imid-04_CA-34,COCCNC(=O)N1CCN(C(=O)c2ccc(C)cc2)CC1,False
155,it3.0_AM-01_Imid-04_CA-37,COCCNC(=O)N1CCN(C(=O)c2cccc(OC)c2)CC1,False
156,it3.0_AM-01_Imid-04_CA-38,COCCNC(=O)N1CCN(C(=O)c2ccc([N+](=O)[O-])cc2)CC1,False
157,it3.0_AM-01_Imid-04_CA-39,COCCNC(=O)N1CCN(C(=O)c2ccc3cccc(O)c3n2)CC1,False
158,it3.0_AM-01_Imid-04_CA-41,COCCNC(=O)N1CCN(C(=O)C2COc3ccccc3O2)CC1,False
160,it3.0_AM-01_Imid-04_CA-44,C=CCCC(=O)N1CCN(C(=O)NCCOC)CC1,False
161,it3.0_AM-01_Imid-04_CA-45,COCCNC(=O)N1CCN(C(=O)c2ccc([N+](=O)[O-])o2)CC1,False
162,it3.0_AM-01_Imid-04_CA-47,COCCNC(=O)N1CCN(C(=O)C2CC(=O)N(C(C)c3ccccc3)C2)CC1,False
163,it3.0_AM-01_Imid-04_CA-55,COCCNC(=O)N1CCN(C(=O)Cc2cccc(C)c2)CC1,False
164,it3.0_AM-01_Imid-04_CA-57,COCCNC(=O)N1CCN(C(=O)Cc2ccccc2C)CC1,False
165,it3.0_AM-01_Imid-04_CA-60,COCCNC(=O)N1CCN(C(=O)Cc2cccc(OC)c2)CC1,False
166,it3.0_AM-01_Imid-04_CA-61,COCCNC(=O)N1CCN(C(=O)C(F)(F)F)CC1,False
167,it3.0_AM-02_Imid-04_CA-02,O=C(NCC1CC1)N1CCN(C(=O)c2scc3c2OCCO3)CC1,False
168,it3.0_AM-02_Imid-04_CA-06,O=C(C#Cc1ccccc1)N1CCN(C(=O)NCC2CC2)CC1,False
169,it3.0_AM-02_Imid-04_CA-07,O=C(CCc1ccc(Cl)cc1)N1CCN(C(=O)NCC2CC2)CC1,False
170,it3.0_AM-02_Imid-04_CA-08,Cc1ccc(C(=O)N2CCN(C(=O)NCC3CC3)CC2)cc1N,False
171,it3.0_AM-02_Imid-04_CA-09,O=C(NCC1CC1)N1CCN(C(=O)c2ccc3cccnc3c2O)CC1,False
172,it3.0_AM-02_Imid-04_CA-10,Cn1nccc1C(=O)N1CCN(C(=O)NCC2CC2)CC1,False
173,it3.0_AM-02_Imid-04_CA-11,COc1cccc(OC)c1C(=O)N1CCN(C(=O)NCC2CC2)CC1,False
174,it3.0_AM-02_Imid-04_CA-15,O=C(CCc1ccccc1)N1CCN(C(=O)NCC2CC2)CC1,False
175,it3.0_AM-02_Imid-04_CA-18,O=C(NCC1CC1)N1CCN(C(=O)c2ccc3ncsc3c2)CC1,False
176,it3.0_AM-02_Imid-04_CA-21,O=C(NCC1CC1)N1CCN(C(=O)c2ccccc2I)CC1,False
177,it3.0_AM-02_Imid-04_CA-24,COc1cccc(C(=O)N2CCN(C(=O)NCC3CC3)CC2)c1N,False
178,it3.0_AM-02_Imid-04_CA-25,COc1ccc(OC)c(CC(=O)N2CCN(C(=O)NCC3CC3)CC2)c1,False
179,it3.0_AM-02_Imid-04_CA-26,O=C(NCC1CC1)N1CCN(C(=O)c2sc3ccccc3c2Cl)CC1,False
180,it3.0_AM-02_Imid-04_CA-27,O=C(NCC1CC1)N1CCN(C(=O)C(c2ccccc2)c2ccccc2)CC1,False
181,it3.0_AM-02_Imid-04_CA-28,CC(C)(C)OC(=O)N1CCCCC1C(=O)N1CCN(C(=O)NCC2CC2)CC1,False
182,it3.0_AM-02_Imid-04_CA-29,Cc1cc([N+](=O)[O-])ccc1C(=O)N1CCN(C(=O)NCC2CC2)CC1,False
183,it3.0_AM-02_Imid-04_CA-31,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)N1CCN(C(=O)NCC2CC2)CC1,False
184,it3.0_AM-02_Imid-04_CA-32,COC(=O)CCCCCCC(=O)N1CCN(C(=O)NCC2CC2)CC1,False
185,it3.0_AM-02_Imid-04_CA-34,Cc1ccc(C(=O)N2CCN(C(=O)NCC3CC3)CC2)cc1,False
187,it3.0_AM-02_Imid-04_CA-37,COc1cccc(C(=O)N2CCN(C(=O)NCC3CC3)CC2)c1,False
188,it3.0_AM-02_Imid-04_CA-38,O=C(NCC1CC1)N1CCN(C(=O)c2ccc([N+](=O)[O-])cc2)CC1,False
189,it3.0_AM-02_Imid-04_CA-39,O=C(NCC1CC1)N1CCN(C(=O)c2ccc3cccc(O)c3n2)CC1,False
190,it3.0_AM-02_Imid-04_CA-41,O=C(NCC1CC1)N1CCN(C(=O)C2COc3ccccc3O2)CC1,False
191,it3.0_AM-02_Imid-04_CA-42,O=C(NCC1CC1)N1CCN(C(=O)c2cccs2)CC1,True
192,it3.0_AM-02_Imid-04_CA-44,C=CCCC(=O)N1CCN(C(=O)NCC2CC2)CC1,False
193,it3.0_AM-02_Imid-04_CA-47,CC(c1ccccc1)N1CC(C(=O)N2CCN(C(=O)NCC3CC3)CC2)CC1=O,False
194,it3.0_AM-02_Imid-04_CA-55,Cc1cccc(CC(=O)N2CCN(C(=O)NCC3CC3)CC2)c1,False
196,it3.0_AM-02_Imid-04_CA-60,COc1cccc(CC(=O)N2CCN(C(=O)NCC3CC3)CC2)c1,False
197,it3.0_AM-02_Imid-04_CA-64,O=C(NCC1CC1)N1CCN(C(=O)c2ccccc2)CC1,False
198,it3.0_AM-03_Imid-04_CA-02,O=C(NCc1cccs1)N1CCN(C(=O)c2scc3c2OCCO3)CC1,False
199,it3.0_AM-03_Imid-04_CA-04,O=C(NCc1cccs1)N1CCN(C(=O)c2cocn2)CC1,False
200,it3.0_AM-03_Imid-04_CA-06,O=C(C#Cc1ccccc1)N1CCN(C(=O)NCc2cccs2)CC1,False
201,it3.0_AM-03_Imid-04_CA-07,O=C(CCc1ccc(Cl)cc1)N1CCN(C(=O)NCc2cccs2)CC1,False
202,it3.0_AM-03_Imid-04_CA-08,Cc1ccc(C(=O)N2CCN(C(=O)NCc3cccs3)CC2)cc1N,False
203,it3.0_AM-03_Imid-04_CA-09,O=C(NCc1cccs1)N1CCN(C(=O)c2ccc3cccnc3c2O)CC1,False
204,it3.0_AM-03_Imid-04_CA-10,Cn1nccc1C(=O)N1CCN(C(=O)NCc2cccs2)CC1,False
205,it3.0_AM-03_Imid-04_CA-11,COc1cccc(OC)c1C(=O)N1CCN(C(=O)NCc2cccs2)CC1,False
206,it3.0_AM-03_Imid-04_CA-13,O=C(Cc1ccc(Cl)nc1)N1CCN(C(=O)NCc2cccs2)CC1,False
208,it3.0_AM-03_Imid-04_CA-18,O=C(NCc1cccs1)N1CCN(C(=O)c2ccc3ncsc3c2)CC1,False
209,it3.0_AM-03_Imid-04_CA-21,O=C(NCc1cccs1)N1CCN(C(=O)c2ccccc2I)CC1,False
210,it3.0_AM-03_Imid-04_CA-22,O=C(NCc1cccs1)N1CCN(C(=O)C(C2CCCCC2)C2CCCCC2)CC1,False
211,it3.0_AM-03_Imid-04_CA-26,O=C(NCc1cccs1)N1CCN(C(=O)c2sc3ccccc3c2Cl)CC1,False
212,it3.0_AM-03_Imid-04_CA-27,O=C(NCc1cccs1)N1CCN(C(=O)C(c2ccccc2)c2ccccc2)CC1,False
213,it3.0_AM-03_Imid-04_CA-28,CC(C)(C)OC(=O)N1CCCCC1C(=O)N1CCN(C(=O)NCc2cccs2)CC1,False
214,it3.0_AM-03_Imid-04_CA-29,Cc1cc([N+](=O)[O-])ccc1C(=O)N1CCN(C(=O)NCc2cccs2)CC1,False
215,it3.0_AM-03_Imid-04_CA-30,C#CCCCC(=O)N1CCN(C(=O)NCc2cccs2)CC1,False
216,it3.0_AM-03_Imid-04_CA-31,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)N1CCN(C(=O)NCc2cccs2)CC1,False
217,it3.0_AM-03_Imid-04_CA-32,COC(=O)CCCCCCC(=O)N1CCN(C(=O)NCc2cccs2)CC1,False
220,it3.0_AM-03_Imid-04_CA-37,COc1cccc(C(=O)N2CCN(C(=O)NCc3cccs3)CC2)c1,False
221,it3.0_AM-03_Imid-04_CA-41,O=C(NCc1cccs1)N1CCN(C(=O)C2COc3ccccc3O2)CC1,False
223,it3.0_AM-03_Imid-04_CA-44,C=CCCC(=O)N1CCN(C(=O)NCc2cccs2)CC1,False
224,it3.0_AM-03_Imid-04_CA-46,CC(O)C(=O)N1CCN(C(=O)NCc2cccs2)CC1,False
225,it3.0_AM-03_Imid-04_CA-47,CC(c1ccccc1)N1CC(C(=O)N2CCN(C(=O)NCc3cccs3)CC2)CC1=O,False
226,it3.0_AM-03_Imid-04_CA-54,Cc1ccc(F)cc1C(=O)N1CCN(C(=O)NCc2cccs2)CC1,False
227,it3.0_AM-03_Imid-04_CA-55,Cc1cccc(CC(=O)N2CCN(C(=O)NCc3cccs3)CC2)c1,False
228,it3.0_AM-03_Imid-04_CA-56,O=C(NCc1cccs1)N1CCN(C(=O)c2ccc(Cl)c(Cl)c2)CC1,False
229,it3.0_AM-03_Imid-04_CA-57,Cc1ccccc1CC(=O)N1CCN(C(=O)NCc2cccs2)CC1,False
231,it3.0_AM-03_Imid-04_CA-59,O=C(Cc1cccc(O)c1)N1CCN(C(=O)NCc2cccs2)CC1,False
232,it3.0_AM-03_Imid-04_CA-60,COc1cccc(CC(=O)N2CCN(C(=O)NCc3cccs3)CC2)c1,False
233,it3.0_AM-03_Imid-04_CA-61,O=C(NCc1cccs1)N1CCN(C(=O)C(F)(F)F)CC1,False
234,it3.0_AM-03_Imid-04_CA-64,O=C(NCc1cccs1)N1CCN(C(=O)c2ccccc2)CC1,False
235,it3.0_AM-04_Imid-04_CA-09,Cc1ccc(CN(C)C(=O)N2CCN(C(=O)c3ccc4cccnc4c3O)CC2)o1,False
236,it3.0_AM-04_Imid-04_CA-16,COc1cc(CC(=O)N2CCN(C(=O)N(C)Cc3ccc(C)o3)CC2)ccc1O,False
237,it3.0_AM-06_Imid-04_CA-02,O=C(NCC1CCCO1)N1CCN(C(=O)c2scc3c2OCCO3)CC1,False
238,it3.0_AM-06_Imid-04_CA-03,O=C(NCC1CCCO1)N1CCN(C(=O)C(O)c2ccccc2)CC1,False
239,it3.0_AM-06_Imid-04_CA-05,Cc1cc(C)c(C(=O)N2CCN(C(=O)NCC3CCCO3)CC2)c(C)c1,False
240,it3.0_AM-06_Imid-04_CA-06,O=C(C#Cc1ccccc1)N1CCN(C(=O)NCC2CCCO2)CC1,False
241,it3.0_AM-06_Imid-04_CA-07,O=C(CCc1ccc(Cl)cc1)N1CCN(C(=O)NCC2CCCO2)CC1,False
242,it3.0_AM-06_Imid-04_CA-11,COc1cccc(OC)c1C(=O)N1CCN(C(=O)NCC2CCCO2)CC1,False
243,it3.0_AM-06_Imid-04_CA-13,O=C(Cc1ccc(Cl)nc1)N1CCN(C(=O)NCC2CCCO2)CC1,False
244,it3.0_AM-06_Imid-04_CA-15,O=C(CCc1ccccc1)N1CCN(C(=O)NCC2CCCO2)CC1,False
245,it3.0_AM-06_Imid-04_CA-16,COc1cc(CC(=O)N2CCN(C(=O)NCC3CCCO3)CC2)ccc1O,False
246,it3.0_AM-06_Imid-04_CA-18,O=C(NCC1CCCO1)N1CCN(C(=O)c2ccc3ncsc3c2)CC1,False
247,it3.0_AM-06_Imid-04_CA-21,O=C(NCC1CCCO1)N1CCN(C(=O)c2ccccc2I)CC1,False
248,it3.0_AM-06_Imid-04_CA-25,COc1ccc(OC)c(CC(=O)N2CCN(C(=O)NCC3CCCO3)CC2)c1,False
249,it3.0_AM-06_Imid-04_CA-26,O=C(NCC1CCCO1)N1CCN(C(=O)c2sc3ccccc3c2Cl)CC1,False
250,it3.0_AM-06_Imid-04_CA-34,Cc1ccc(C(=O)N2CCN(C(=O)NCC3CCCO3)CC2)cc1,False
251,it3.0_AM-06_Imid-04_CA-37,COc1cccc(C(=O)N2CCN(C(=O)NCC3CCCO3)CC2)c1,False
252,it3.0_AM-06_Imid-04_CA-38,O=C(NCC1CCCO1)N1CCN(C(=O)c2ccc([N+](=O)[O-])cc2)CC1,False
253,it3.0_AM-06_Imid-04_CA-41,O=C(NCC1CCCO1)N1CCN(C(=O)C2COc3ccccc3O2)CC1,False
255,it3.0_AM-06_Imid-04_CA-52,Cc1cc(C)nc(C(=O)N2CCN(C(=O)NCC3CCCO3)CC2)c1,False
256,it3.0_AM-06_Imid-04_CA-54,Cc1ccc(F)cc1C(=O)N1CCN(C(=O)NCC2CCCO2)CC1,False
257,it3.0_AM-06_Imid-04_CA-55,Cc1cccc(CC(=O)N2CCN(C(=O)NCC3CCCO3)CC2)c1,False
258,it3.0_AM-06_Imid-04_CA-56,O=C(NCC1CCCO1)N1CCN(C(=O)c2ccc(Cl)c(Cl)c2)CC1,False
259,it3.0_AM-06_Imid-04_CA-59,O=C(Cc1cccc(O)c1)N1CCN(C(=O)NCC2CCCO2)CC1,False
260,it3.0_AM-06_Imid-04_CA-60,COc1cccc(CC(=O)N2CCN(C(=O)NCC3CCCO3)CC2)c1,False
261,it3.0_AM-07_Imid-04_CA-02,C=CCNC(=O)N1CCN(C(=O)c2scc3c2OCCO3)CC1,False
262,it3.0_AM-07_Imid-04_CA-06,C=CCNC(=O)N1CCN(C(=O)C#Cc2ccccc2)CC1,False
263,it3.0_AM-07_Imid-04_CA-07,C=CCNC(=O)N1CCN(C(=O)CCc2ccc(Cl)cc2)CC1,False
264,it3.0_AM-07_Imid-04_CA-11,C=CCNC(=O)N1CCN(C(=O)c2c(OC)cccc2OC)CC1,False
265,it3.0_AM-07_Imid-04_CA-13,C=CCNC(=O)N1CCN(C(=O)Cc2ccc(Cl)nc2)CC1,False
266,it3.0_AM-07_Imid-04_CA-21,C=CCNC(=O)N1CCN(C(=O)c2ccccc2I)CC1,False
267,it3.0_AM-07_Imid-04_CA-25,C=CCNC(=O)N1CCN(C(=O)Cc2cc(OC)ccc2OC)CC1,False
268,it3.0_AM-07_Imid-04_CA-26,C=CCNC(=O)N1CCN(C(=O)c2sc3ccccc3c2Cl)CC1,False
269,it3.0_AM-07_Imid-04_CA-27,C=CCNC(=O)N1CCN(C(=O)C(c2ccccc2)c2ccccc2)CC1,False
270,it3.0_AM-07_Imid-04_CA-29,C=CCNC(=O)N1CCN(C(=O)c2ccc([N+](=O)[O-])cc2C)CC1,False
271,it3.0_AM-07_Imid-04_CA-31,C=CCNC(=O)N1CCN(C(=O)/C=C/c2ccc([N+](=O)[O-])cc2)CC1,False
272,it3.0_AM-07_Imid-04_CA-41,C=CCNC(=O)N1CCN(C(=O)C2COc3ccccc3O2)CC1,False
273,it3.0_AM-07_Imid-04_CA-56,C=CCNC(=O)N1CCN(C(=O)c2ccc(Cl)c(Cl)c2)CC1,False
274,it3.0_AM-07_Imid-04_CA-57,C=CCNC(=O)N1CCN(C(=O)Cc2ccccc2C)CC1,False
275,it3.0_AM-07_Imid-04_CA-59,C=CCNC(=O)N1CCN(C(=O)Cc2cccc(O)c2)CC1,False
276,it3.0_AM-08_Imid-04_CA-15,O=C(CCc1ccccc1)N1CCN(C(=O)NCCO)CC1,False
