,number,value,datetime_start,datetime_complete,duration,params_class_weight,params_max_depth,params_max_features,params_n_estimators,state
678,678,0.6646770899698137,2022-11-29 21:27:26.412927,2022-11-29 21:27:44.105790,0 days 00:00:17.692863,balanced,38.0,0.7,760,COMPLETE
679,679,0.6665150382813863,2022-11-29 21:27:44.317283,2022-11-29 21:27:53.957973,0 days 00:00:09.640690,"{0: 1, 1: 100}",17.0,sqrt,910,COMPLETE
680,680,0.6319892454610986,2022-11-29 21:27:54.169978,2022-11-29 21:28:02.867977,0 days 00:00:08.697999,"{0: 1, 1: 10}",15.0,sqrt,660,COMPLETE
681,681,0.5945471762470118,2022-11-29 21:28:03.078508,2022-11-29 21:28:10.114194,0 days 00:00:07.035686,"{0: 1, 1: 100}",7.0,0.8,60,COMPLETE
682,682,0.595702500093004,2022-11-29 21:28:10.324653,2022-11-29 21:28:17.360408,0 days 00:00:07.035755,balanced,1.0,,60,COMPLETE
683,683,0.6424305132907686,2022-11-29 21:28:17.574697,2022-11-29 21:28:25.033458,0 days 00:00:07.458761,"{0: 1, 1: 100}",39.0,0.9,110,COMPLETE
684,684,0.7178611059995177,2022-11-29 21:28:25.249351,2022-11-29 21:28:43.162495,0 days 00:00:17.913144,"{0: 1, 1: 10}",15.0,,510,COMPLETE
685,685,0.5619223870572084,2022-11-29 21:28:43.370102,2022-11-29 21:28:52.492643,0 days 00:00:09.122541,,23.0,log2,810,COMPLETE
686,686,0.5839919039965771,2022-11-29 21:28:52.706457,2022-11-29 21:29:00.110154,0 days 00:00:07.403697,balanced,1.0,,210,COMPLETE
687,687,0.7063976924370057,2022-11-29 21:29:00.324063,2022-11-29 21:29:07.966478,0 days 00:00:07.642415,"{0: 1, 1: 10}",3.0,1.0,110,COMPLETE
688,688,0.6508792299986723,2022-11-29 21:29:08.188852,2022-11-29 21:29:15.199088,0 days 00:00:07.010236,balanced,3.0,0.7,10,COMPLETE
689,689,0.6275353514020684,2022-11-29 21:29:15.408718,2022-11-29 21:29:22.649062,0 days 00:00:07.240344,"{0: 1, 1: 10}",36.0,sqrt,310,COMPLETE
690,690,0.6749977172295079,2022-11-29 21:29:22.861190,2022-11-29 21:29:34.862423,0 days 00:00:12.001233,,39.0,0.8,210,COMPLETE
691,691,0.6633688922473499,2022-11-29 21:29:35.079816,2022-11-29 21:29:50.424641,0 days 00:00:15.344825,balanced,16.0,0.7,610,COMPLETE
692,692,0.6392508987385939,2022-11-29 21:29:50.632042,2022-11-29 21:29:59.002991,0 days 00:00:08.370949,"{0: 1, 1: 100}",13.0,sqrt,660,COMPLETE
693,693,0.6535970138878968,2022-11-29 21:29:59.215773,2022-11-29 21:30:10.225158,0 days 00:00:11.009385,balanced,26.0,1.0,260,COMPLETE
694,694,0.5779738973703157,2022-11-29 21:30:10.433579,2022-11-29 21:30:20.238972,0 days 00:00:09.805393,"{0: 1, 1: 100}",2.0,1.0,360,COMPLETE
695,695,0.6160891348446763,2022-11-29 21:30:20.452133,2022-11-29 21:30:36.404984,0 days 00:00:15.952851,"{0: 1, 1: 100}",10.0,0.7,810,COMPLETE
696,696,0.6750764287769526,2022-11-29 21:30:36.621437,2022-11-29 21:31:04.780449,0 days 00:00:28.159012,,15.0,1.0,610,COMPLETE
697,697,0.6747432450389117,2022-11-29 21:31:04.995810,2022-11-29 21:31:23.302976,0 days 00:00:18.307166,,35.0,0.8,410,COMPLETE
698,698,0.7283311809495869,2022-11-29 21:31:23.517808,2022-11-29 21:31:38.548277,0 days 00:00:15.030469,"{0: 1, 1: 10}",6.0,,410,COMPLETE
699,699,0.7146750575730674,2022-11-29 21:31:38.762372,2022-11-29 21:31:49.941295,0 days 00:00:11.178923,"{0: 1, 1: 10}",21.0,0.7,310,COMPLETE
700,700,0.622914843799413,2022-11-29 21:31:50.153812,2022-11-29 21:31:58.538524,0 days 00:00:08.384712,"{0: 1, 1: 100}",21.0,1.0,160,COMPLETE
701,701,0.6746656158037079,2022-11-29 21:31:58.749836,2022-11-29 21:32:27.750855,0 days 00:00:29.001019,,38.0,0.8,760,COMPLETE
702,702,0.718179831426115,2022-11-29 21:32:27.972314,2022-11-29 21:32:36.130147,0 days 00:00:08.157833,"{0: 1, 1: 10}",25.0,0.9,110,COMPLETE
703,703,0.6560259433468425,2022-11-29 21:32:36.342669,2022-11-29 21:32:51.704493,0 days 00:00:15.361824,balanced,34.0,0.8,560,COMPLETE
704,704,0.6526020620199022,2022-11-29 21:32:51.924459,2022-11-29 21:32:59.847630,0 days 00:00:07.923171,balanced,12.0,sqrt,510,COMPLETE
705,705,0.5903429911850666,2022-11-29 21:33:00.056245,2022-11-29 21:33:18.778665,0 days 00:00:18.722420,"{0: 1, 1: 100}",6.0,1.0,860,COMPLETE
706,706,0.6283884533701798,2022-11-29 21:33:18.993569,2022-11-29 21:33:37.323666,0 days 00:00:18.330097,balanced,8.0,0.8,760,COMPLETE
707,707,0.5942700639329795,2022-11-29 21:33:37.527982,2022-11-29 21:33:44.565346,0 days 00:00:07.037364,"{0: 1, 1: 10}",30.0,sqrt,60,COMPLETE
708,708,0.5859593313639325,2022-11-29 21:33:44.772112,2022-11-29 21:33:53.327344,0 days 00:00:08.555232,,23.0,sqrt,610,COMPLETE
709,709,0.6754537342010678,2022-11-29 21:33:53.538698,2022-11-29 21:34:17.365888,0 days 00:00:23.827190,,29.0,0.7,660,COMPLETE
710,710,0.7175015454374841,2022-11-29 21:34:17.581388,2022-11-29 21:34:37.958568,0 days 00:00:20.377180,"{0: 1, 1: 10}",26.0,,610,COMPLETE
711,711,0.6137568666110316,2022-11-29 21:34:38.169483,2022-11-29 21:34:51.324331,0 days 00:00:13.154848,"{0: 1, 1: 100}",9.0,0.6,660,COMPLETE
712,712,0.5984954784793521,2022-11-29 21:34:51.535359,2022-11-29 21:34:59.049595,0 days 00:00:07.514236,balanced,5.0,log2,260,COMPLETE
713,713,0.586128579786832,2022-11-29 21:34:59.259335,2022-11-29 21:35:07.163329,0 days 00:00:07.903994,,30.0,sqrt,460,COMPLETE
714,714,0.7141415550729597,2022-11-29 21:35:07.381547,2022-11-29 21:35:20.151144,0 days 00:00:12.769597,"{0: 1, 1: 10}",12.0,0.8,360,COMPLETE
715,715,0.6741115508129676,2022-11-29 21:35:20.368260,2022-11-29 21:35:34.841088,0 days 00:00:14.472828,,2.0,0.9,760,COMPLETE
716,716,0.646500494039909,2022-11-29 21:35:35.050696,2022-11-29 21:35:48.262376,0 days 00:00:13.211680,"{0: 1, 1: 100}",31.0,0.7,560,COMPLETE
717,717,0.602566945769299,2022-11-29 21:35:48.473340,2022-11-29 21:36:02.727091,0 days 00:00:14.253751,"{0: 1, 1: 100}",6.0,0.8,660,COMPLETE
718,718,0.5364066290778655,2022-11-29 21:36:02.941838,2022-11-29 21:36:10.314768,0 days 00:00:07.372930,"{0: 1, 1: 10}",30.0,log2,360,COMPLETE
719,719,0.6058167406490071,2022-11-29 21:36:10.524868,2022-11-29 21:36:25.964202,0 days 00:00:15.439334,"{0: 1, 1: 100}",8.0,0.6,860,COMPLETE
720,720,0.7233161262542622,2022-11-29 21:36:26.177481,2022-11-29 21:36:44.231054,0 days 00:00:18.053573,"{0: 1, 1: 10}",6.0,0.6,810,COMPLETE
721,721,0.5882789341379591,2022-11-29 21:36:44.448086,2022-11-29 21:36:53.737335,0 days 00:00:09.289249,"{0: 1, 1: 100}",10.0,log2,610,COMPLETE
722,722,0.5895754900056525,2022-11-29 21:36:53.953906,2022-11-29 21:37:01.023362,0 days 00:00:07.069456,"{0: 1, 1: 100}",34.0,0.9,10,COMPLETE
723,723,0.6754237301458855,2022-11-29 21:37:01.230363,2022-11-29 21:37:29.016590,0 days 00:00:27.786227,,35.0,0.7,810,COMPLETE
724,724,0.6448488539511464,2022-11-29 21:37:29.235804,2022-11-29 21:37:39.831996,0 days 00:00:10.596192,"{0: 1, 1: 100}",39.0,0.7,360,COMPLETE
725,725,0.5785735789669114,2022-11-29 21:37:40.046447,2022-11-29 21:37:49.264225,0 days 00:00:09.217778,"{0: 1, 1: 10}",17.0,log2,860,COMPLETE
726,726,0.7168419808691926,2022-11-29 21:37:49.483608,2022-11-29 21:38:16.988792,0 days 00:00:27.505184,"{0: 1, 1: 10}",14.0,,910,COMPLETE
727,727,0.715070506132993,2022-11-29 21:38:17.202420,2022-11-29 21:38:33.090698,0 days 00:00:15.888278,"{0: 1, 1: 10}",11.0,0.8,510,COMPLETE
728,728,0.5870874815042688,2022-11-29 21:38:33.306223,2022-11-29 21:38:41.515915,0 days 00:00:08.209692,,24.0,sqrt,510,COMPLETE
729,729,0.6752323752341092,2022-11-29 21:38:41.733684,2022-11-29 21:39:09.622611,0 days 00:00:27.888927,,31.0,0.7,810,COMPLETE
730,730,0.6602174623201252,2022-11-29 21:39:09.831032,2022-11-29 21:39:18.527530,0 days 00:00:08.696498,balanced,38.0,sqrt,660,COMPLETE
731,731,0.5577641930467312,2022-11-29 21:39:18.734401,2022-11-29 21:39:27.705046,0 days 00:00:08.970645,,24.0,log2,760,COMPLETE
732,732,0.5847133826925849,2022-11-29 21:39:27.919940,2022-11-29 21:39:38.039042,0 days 00:00:10.119102,,23.0,sqrt,960,COMPLETE
733,733,0.6261561644104836,2022-11-29 21:39:38.256401,2022-11-29 21:39:51.861852,0 days 00:00:13.605451,balanced,6.0,1.0,410,COMPLETE
734,734,0.6732579573788025,2022-11-29 21:39:52.077598,2022-11-29 21:40:18.502921,0 days 00:00:26.425323,,22.0,0.6,860,COMPLETE
735,735,0.6857237547889266,2022-11-29 21:40:18.711926,2022-11-29 21:40:29.625792,0 days 00:00:10.913866,,2.0,1.0,410,COMPLETE
736,736,0.6413377705487968,2022-11-29 21:40:29.835530,2022-11-29 21:40:52.495917,0 days 00:00:22.660387,balanced,5.0,0.9,960,COMPLETE
737,737,0.7058222127230075,2022-11-29 21:40:52.706789,2022-11-29 21:41:08.769171,0 days 00:00:16.062382,"{0: 1, 1: 10}",10.0,0.6,660,COMPLETE
738,738,0.6112847725577232,2022-11-29 21:41:08.982320,2022-11-29 21:41:17.427357,0 days 00:00:08.445037,"{0: 1, 1: 100}",28.0,log2,610,COMPLETE
739,739,0.7165040152318499,2022-11-29 21:41:17.642981,2022-11-29 21:41:31.877936,0 days 00:00:14.234955,"{0: 1, 1: 10}",16.0,,360,COMPLETE
740,740,0.6114019650251425,2022-11-29 21:41:32.088357,2022-11-29 21:41:39.295633,0 days 00:00:07.207276,"{0: 1, 1: 10}",6.0,log2,110,COMPLETE
741,741,0.7064699500545578,2022-11-29 21:41:39.504393,2022-11-29 21:41:51.326862,0 days 00:00:11.822469,"{0: 1, 1: 10}",35.0,0.8,310,COMPLETE
742,742,0.6751894272185572,2022-11-29 21:41:51.549402,2022-11-29 21:42:01.145458,0 days 00:00:09.596056,,21.0,,110,COMPLETE
743,743,0.5808902889672776,2022-11-29 21:42:01.357286,2022-11-29 21:42:11.034715,0 days 00:00:09.677429,"{0: 1, 1: 10}",1.0,1.0,510,COMPLETE
744,744,0.6522102078931918,2022-11-29 21:42:11.241511,2022-11-29 21:42:19.978789,0 days 00:00:08.737278,balanced,10.0,sqrt,760,COMPLETE
745,745,0.675318631195925,2022-11-29 21:42:20.201230,2022-11-29 21:42:44.834544,0 days 00:00:24.633314,,19.0,,510,COMPLETE
746,746,0.6322442700539076,2022-11-29 21:42:45.047150,2022-11-29 21:42:52.440902,0 days 00:00:07.393752,"{0: 1, 1: 100}",23.0,0.8,110,COMPLETE
747,747,0.642393486735419,2022-11-29 21:42:52.649974,2022-11-29 21:43:12.173447,0 days 00:00:19.523473,"{0: 1, 1: 100}",25.0,1.0,810,COMPLETE
748,748,0.647784674039088,2022-11-29 21:43:12.385369,2022-11-29 21:43:32.770552,0 days 00:00:20.385183,"{0: 1, 1: 100}",23.0,1.0,860,COMPLETE
749,749,0.7148144710690117,2022-11-29 21:43:32.980414,2022-11-29 21:43:53.228905,0 days 00:00:20.248491,"{0: 1, 1: 10}",34.0,,610,COMPLETE
750,750,0.5887699335904104,2022-11-29 21:43:53.447424,2022-11-29 21:44:00.853553,0 days 00:00:07.406129,,21.0,sqrt,360,COMPLETE
751,751,0.7105111509568892,2022-11-29 21:44:01.073345,2022-11-29 21:44:08.064157,0 days 00:00:06.990812,"{0: 1, 1: 10}",16.0,0.9,60,COMPLETE
752,752,0.6519748629578926,2022-11-29 21:44:08.284169,2022-11-29 21:44:20.219102,0 days 00:00:11.934933,balanced,24.0,1.0,310,COMPLETE
753,753,0.6129765392205575,2022-11-29 21:44:20.430352,2022-11-29 21:44:33.411466,0 days 00:00:12.981114,"{0: 1, 1: 100}",10.0,,460,COMPLETE
754,754,0.5542469975332439,2022-11-29 21:44:33.630332,2022-11-29 21:44:40.726109,0 days 00:00:07.095777,,20.0,log2,160,COMPLETE
755,755,0.5950822063713344,2022-11-29 21:44:40.934595,2022-11-29 21:44:48.031011,0 days 00:00:07.096416,"{0: 1, 1: 100}",34.0,log2,210,COMPLETE
756,756,0.6660909715045223,2022-11-29 21:44:48.239145,2022-11-29 21:45:01.201671,0 days 00:00:12.962526,balanced,37.0,0.6,510,COMPLETE
757,757,0.693543709746857,2022-11-29 21:45:01.421956,2022-11-29 21:45:09.055845,0 days 00:00:07.633889,"{0: 1, 1: 10}",32.0,0.7,110,COMPLETE
758,758,0.7049853057255058,2022-11-29 21:45:09.267669,2022-11-29 21:45:19.547756,0 days 00:00:10.280087,"{0: 1, 1: 10}",18.0,0.7,260,COMPLETE
759,759,0.7107256533192359,2022-11-29 21:45:19.765715,2022-11-29 21:45:42.534437,0 days 00:00:22.768722,"{0: 1, 1: 10}",17.0,0.7,960,COMPLETE
760,760,0.6889561768349045,2022-11-29 21:45:42.741898,2022-11-29 21:45:50.539727,0 days 00:00:07.797829,,3.0,0.7,160,COMPLETE
761,761,0.6717759109885456,2022-11-29 21:45:50.753192,2022-11-29 21:46:05.743447,0 days 00:00:14.990255,balanced,34.0,0.6,660,COMPLETE
762,762,0.7299376320121189,2022-11-29 21:46:05.957104,2022-11-29 21:46:29.201675,0 days 00:00:23.244571,"{0: 1, 1: 10}",6.0,0.8,910,COMPLETE
763,763,0.6473785118484744,2022-11-29 21:46:29.411490,2022-11-29 21:46:45.560459,0 days 00:00:16.148969,"{0: 1, 1: 100}",29.0,0.8,710,COMPLETE
764,764,0.6651136085563498,2022-11-29 21:46:45.776537,2022-11-29 21:46:58.060546,0 days 00:00:12.284009,balanced,35.0,0.6,460,COMPLETE
765,765,0.6576613443185038,2022-11-29 21:46:58.277168,2022-11-29 21:47:11.241658,0 days 00:00:12.964490,balanced,26.0,,360,COMPLETE
766,766,0.6047834469989193,2022-11-29 21:47:11.451581,2022-11-29 21:47:20.489677,0 days 00:00:09.038096,"{0: 1, 1: 100}",3.0,,260,COMPLETE
767,767,0.6594700847046576,2022-11-29 21:47:20.707339,2022-11-29 21:47:31.489643,0 days 00:00:10.782304,balanced,4.0,0.9,310,COMPLETE
768,768,0.633259869317183,2022-11-29 21:47:31.697081,2022-11-29 21:47:47.181639,0 days 00:00:15.484558,"{0: 1, 1: 100}",12.0,0.7,760,COMPLETE
769,769,0.6694407953357151,2022-11-29 21:47:47.392791,2022-11-29 21:48:06.735948,0 days 00:00:19.343157,balanced,29.0,0.6,960,COMPLETE
770,770,0.7056557205359337,2022-11-29 21:48:07.172879,2022-11-29 21:48:21.048040,0 days 00:00:13.875161,"{0: 1, 1: 10}",4.0,0.6,610,COMPLETE
771,771,0.5727029197107474,2022-11-29 21:48:21.263325,2022-11-29 21:48:28.767014,0 days 00:00:07.503689,balanced,1.0,log2,210,COMPLETE
772,772,0.6559855763800215,2022-11-29 21:48:28.985833,2022-11-29 21:48:49.522163,0 days 00:00:20.536330,balanced,20.0,0.8,860,COMPLETE
773,773,0.6630037331236542,2022-11-29 21:48:49.729766,2022-11-29 21:48:56.735289,0 days 00:00:07.005523,,30.0,0.7,10,COMPLETE
774,774,0.6761681251394628,2022-11-29 21:48:56.949518,2022-11-29 21:49:05.196784,0 days 00:00:08.247266,,33.0,0.6,110,COMPLETE
775,775,0.668521070023455,2022-11-29 21:49:05.414658,2022-11-29 21:49:12.400426,0 days 00:00:06.985768,"{0: 1, 1: 10}",16.0,0.7,10,COMPLETE
776,776,0.6752550295100735,2022-11-29 21:49:12.614104,2022-11-29 21:49:33.558834,0 days 00:00:20.944730,,28.0,1.0,410,COMPLETE
777,777,0.6030042558157993,2022-11-29 21:49:33.780797,2022-11-29 21:49:42.308996,0 days 00:00:08.528199,balanced,24.0,log2,660,COMPLETE
778,778,0.6283009091528339,2022-11-29 21:49:42.524262,2022-11-29 21:49:50.259306,0 days 00:00:07.735044,balanced,9.0,0.9,110,COMPLETE
779,779,0.6580583614097486,2022-11-29 21:49:50.480159,2022-11-29 21:50:11.531339,0 days 00:00:21.051180,balanced,37.0,0.9,810,COMPLETE
780,780,0.6459152007812947,2022-11-29 21:50:11.745501,2022-11-29 21:50:33.097079,0 days 00:00:21.351578,"{0: 1, 1: 100}",30.0,,910,COMPLETE
781,781,0.5753444480719196,2022-11-29 21:50:33.306220,2022-11-29 21:50:40.106981,0 days 00:00:06.800761,"{0: 1, 1: 100}",24.0,,10,COMPLETE
782,782,0.646596371328215,2022-11-29 21:50:40.321927,2022-11-29 21:50:57.087184,0 days 00:00:16.765257,"{0: 1, 1: 100}",30.0,0.8,760,COMPLETE
783,783,0.7159544003192205,2022-11-29 21:50:57.306219,2022-11-29 21:51:17.164253,0 days 00:00:19.858034,"{0: 1, 1: 10}",34.0,0.8,710,COMPLETE
784,784,0.5696578880031253,2022-11-29 21:51:17.385314,2022-11-29 21:51:25.055846,0 days 00:00:07.670532,balanced,37.0,log2,410,COMPLETE
785,785,0.6439843426166925,2022-11-29 21:51:25.274395,2022-11-29 21:51:33.978930,0 days 00:00:08.704535,balanced,9.0,sqrt,710,COMPLETE
786,786,0.5960809162399221,2022-11-29 21:51:34.190156,2022-11-29 21:51:42.001961,0 days 00:00:07.811805,"{0: 1, 1: 100}",5.0,0.8,160,COMPLETE
787,787,0.6566297634211649,2022-11-29 21:51:42.210669,2022-11-29 21:51:54.943147,0 days 00:00:12.732478,balanced,30.0,0.8,410,COMPLETE
788,788,0.7152149256934306,2022-11-29 21:51:55.149871,2022-11-29 21:52:21.535708,0 days 00:00:26.385837,"{0: 1, 1: 10}",20.0,1.0,860,COMPLETE
789,789,0.7196046667613984,2022-11-29 21:52:21.753256,2022-11-29 21:52:42.909251,0 days 00:00:21.155995,"{0: 1, 1: 10}",9.0,0.9,710,COMPLETE
790,790,0.7139946952066765,2022-11-29 21:52:43.123408,2022-11-29 21:52:53.771294,0 days 00:00:10.647886,"{0: 1, 1: 10}",26.0,1.0,210,COMPLETE
791,791,0.6720094196752162,2022-11-29 21:52:53.986116,2022-11-29 21:53:19.077510,0 days 00:00:25.091394,,27.0,0.7,710,COMPLETE
792,792,0.578928416961855,2022-11-29 21:53:19.292326,2022-11-29 21:53:26.381359,0 days 00:00:07.089033,,35.0,sqrt,160,COMPLETE
793,793,0.6725092840128587,2022-11-29 21:53:26.588459,2022-11-29 21:53:50.354780,0 days 00:00:23.766321,,27.0,0.7,660,COMPLETE
794,794,0.6547993993636696,2022-11-29 21:53:50.565774,2022-11-29 21:54:03.594268,0 days 00:00:13.028494,balanced,19.0,0.7,460,COMPLETE
795,795,0.652093162177644,2022-11-29 21:54:03.810675,2022-11-29 21:54:11.575705,0 days 00:00:07.765030,balanced,18.0,0.9,110,COMPLETE
796,796,0.6327334634552462,2022-11-29 21:54:11.791315,2022-11-29 21:54:19.578385,0 days 00:00:07.787070,balanced,5.0,,110,COMPLETE
797,797,0.6746086143115281,2022-11-29 21:54:19.791355,2022-11-29 21:54:42.197356,0 days 00:00:22.406001,,33.0,0.7,610,COMPLETE
798,798,0.6466913456152932,2022-11-29 21:54:42.407767,2022-11-29 21:54:54.307847,0 days 00:00:11.900080,balanced,13.0,,310,COMPLETE
799,799,0.6721985210365621,2022-11-29 21:54:54.528986,2022-11-29 21:55:08.863972,0 days 00:00:14.334986,,37.0,0.7,310,COMPLETE
800,800,0.6947955016407592,2022-11-29 21:55:09.077672,2022-11-29 21:55:20.646464,0 days 00:00:11.568792,"{0: 1, 1: 10}",3.0,0.8,410,COMPLETE
801,801,0.6746176174842768,2022-11-29 21:55:20.867769,2022-11-29 21:55:29.662278,0 days 00:00:08.794509,,2.0,0.7,310,COMPLETE
802,802,0.6447670067364114,2022-11-29 21:55:29.875541,2022-11-29 21:55:39.762511,0 days 00:00:09.886970,balanced,17.0,,210,COMPLETE
803,803,0.6361272780070688,2022-11-29 21:55:39.973673,2022-11-29 21:55:56.623924,0 days 00:00:16.650251,"{0: 1, 1: 100}",18.0,0.9,710,COMPLETE
804,804,0.6043335143456524,2022-11-29 21:55:56.838215,2022-11-29 21:56:05.586434,0 days 00:00:08.748219,"{0: 1, 1: 10}",9.0,log2,560,COMPLETE
805,805,0.5599196828323396,2022-11-29 21:56:05.804535,2022-11-29 21:56:12.723769,0 days 00:00:06.919234,"{0: 1, 1: 100}",10.0,,10,COMPLETE
806,806,0.672682831313533,2022-11-29 21:56:12.941781,2022-11-29 21:56:27.050290,0 days 00:00:14.108509,"{0: 1, 1: 10}",2.0,0.9,710,COMPLETE
807,807,0.5261775712833414,2022-11-29 21:56:27.266304,2022-11-29 21:56:37.111632,0 days 00:00:09.845328,"{0: 1, 1: 10}",38.0,log2,960,COMPLETE
808,808,0.6397605682127507,2022-11-29 21:56:37.329986,2022-11-29 21:56:52.290681,0 days 00:00:14.960695,balanced,9.0,0.7,610,COMPLETE
809,809,0.5954563919452036,2022-11-29 21:56:52.505110,2022-11-29 21:57:08.733701,0 days 00:00:16.228591,"{0: 1, 1: 100}",5.0,0.7,910,COMPLETE
810,810,0.659404845857601,2022-11-29 21:57:08.947474,2022-11-29 21:57:25.111997,0 days 00:00:16.164523,balanced,21.0,0.8,610,COMPLETE
811,811,0.6659188785724763,2022-11-29 21:57:25.330769,2022-11-29 21:57:32.369357,0 days 00:00:07.038588,,16.0,,10,COMPLETE
812,812,0.7094321556551304,2022-11-29 21:57:32.577491,2022-11-29 21:57:54.452241,0 days 00:00:21.874750,"{0: 1, 1: 10}",19.0,0.7,910,COMPLETE
813,813,0.6723971521790183,2022-11-29 21:57:54.676239,2022-11-29 21:58:12.731099,0 days 00:00:18.054860,,13.0,0.6,510,COMPLETE
814,814,0.6436091333805337,2022-11-29 21:58:12.940703,2022-11-29 21:58:25.425580,0 days 00:00:12.484877,"{0: 1, 1: 100}",22.0,0.6,560,COMPLETE
815,815,0.6424651967203763,2022-11-29 21:58:25.638144,2022-11-29 21:58:41.691801,0 days 00:00:16.053657,"{0: 1, 1: 100}",20.0,0.8,710,COMPLETE
816,816,0.6382781418073833,2022-11-29 21:58:41.920710,2022-11-29 21:58:51.199817,0 days 00:00:09.279107,"{0: 1, 1: 100}",38.0,0.7,260,COMPLETE
817,817,0.6728150376517764,2022-11-29 21:58:51.416199,2022-11-29 21:59:01.149515,0 days 00:00:09.733316,,24.0,,110,COMPLETE
818,818,0.6734481815886492,2022-11-29 21:59:01.361259,2022-11-29 21:59:29.548030,0 days 00:00:28.186771,,31.0,0.7,810,COMPLETE
819,819,0.6606511302963858,2022-11-29 21:59:29.761018,2022-11-29 21:59:39.012836,0 days 00:00:09.251818,"{0: 1, 1: 10}",5.0,sqrt,860,COMPLETE
820,820,0.6680636548476613,2022-11-29 21:59:39.225267,2022-11-29 21:59:49.411807,0 days 00:00:10.186540,balanced,26.0,0.6,310,COMPLETE
821,821,0.5818068125660868,2022-11-29 21:59:49.630252,2022-11-29 21:59:56.676456,0 days 00:00:07.046204,"{0: 1, 1: 100}",35.0,log2,60,COMPLETE
822,822,0.5902464319424201,2022-11-29 21:59:56.892282,2022-11-29 22:00:03.939935,0 days 00:00:07.047653,balanced,1.0,,160,COMPLETE
823,823,0.6217463413657657,2022-11-29 22:00:04.154273,2022-11-29 22:00:11.250543,0 days 00:00:07.096270,"{0: 1, 1: 100}",27.0,0.8,60,COMPLETE
824,824,0.5971265403673213,2022-11-29 22:00:11.472886,2022-11-29 22:00:21.148820,0 days 00:00:09.675934,balanced,10.0,log2,860,COMPLETE
825,825,0.7073635455633476,2022-11-29 22:00:21.365501,2022-11-29 22:00:31.620846,0 days 00:00:10.255345,"{0: 1, 1: 10}",32.0,0.9,210,COMPLETE
826,826,0.6476477752466091,2022-11-29 22:00:31.843657,2022-11-29 22:00:47.188192,0 days 00:00:15.344535,"{0: 1, 1: 100}",23.0,0.8,660,COMPLETE
827,827,0.7191526341969192,2022-11-29 22:00:47.401130,2022-11-29 22:01:03.013944,0 days 00:00:15.612814,"{0: 1, 1: 10}",24.0,0.7,560,COMPLETE
828,828,0.712152031418156,2022-11-29 22:01:03.237500,2022-11-29 22:01:12.125860,0 days 00:00:08.888360,"{0: 1, 1: 10}",9.0,0.8,160,COMPLETE
829,829,0.6577672747591878,2022-11-29 22:01:12.339731,2022-11-29 22:01:34.544584,0 days 00:00:22.204853,balanced,23.0,,810,COMPLETE
830,830,0.664941710346367,2022-11-29 22:01:34.753752,2022-11-29 22:01:45.505460,0 days 00:00:10.751708,balanced,39.0,0.6,360,COMPLETE
831,831,0.7107026375088225,2022-11-29 22:01:45.720847,2022-11-29 22:02:05.820440,0 days 00:00:20.099593,"{0: 1, 1: 10}",,0.6,910,COMPLETE
832,832,0.6752932061736978,2022-11-29 22:02:06.033996,2022-11-29 22:02:41.144698,0 days 00:00:35.110702,,16.0,0.9,860,COMPLETE
833,833,0.5602626391521813,2022-11-29 22:02:41.358078,2022-11-29 22:02:49.789389,0 days 00:00:08.431311,,37.0,log2,610,COMPLETE
834,834,0.6687825549646074,2022-11-29 22:02:50.006359,2022-11-29 22:02:57.237413,0 days 00:00:07.231054,"{0: 1, 1: 100}",38.0,sqrt,310,COMPLETE
835,835,0.6458687482416605,2022-11-29 22:02:57.449753,2022-11-29 22:03:05.715899,0 days 00:00:08.266146,"{0: 1, 1: 100}",22.0,0.6,210,COMPLETE
836,836,0.6512588362035203,2022-11-29 22:03:05.927758,2022-11-29 22:03:23.824031,0 days 00:00:17.896273,balanced,14.0,0.8,710,COMPLETE
837,837,0.6640830155040172,2022-11-29 22:03:24.032588,2022-11-29 22:03:31.108757,0 days 00:00:07.076169,"{0: 1, 1: 100}",34.0,sqrt,260,COMPLETE
838,838,0.6573279083787147,2022-11-29 22:03:31.322166,2022-11-29 22:03:41.470373,0 days 00:00:10.148207,balanced,28.0,0.8,260,COMPLETE
839,839,0.5866899257045225,2022-11-29 22:03:41.679455,2022-11-29 22:03:52.431986,0 days 00:00:10.752531,balanced,1.0,0.6,910,COMPLETE
840,840,0.7132131403947987,2022-11-29 22:03:52.648412,2022-11-29 22:04:05.526095,0 days 00:00:12.877683,"{0: 1, 1: 10}",20.0,0.7,410,COMPLETE
841,841,0.7077505019744467,2022-11-29 22:04:05.743377,2022-11-29 22:04:15.146870,0 days 00:00:09.403493,"{0: 1, 1: 10}",17.0,1.0,160,COMPLETE
842,842,0.5571152665528137,2022-11-29 22:04:15.356826,2022-11-29 22:04:22.493678,0 days 00:00:07.136852,,24.0,log2,60,COMPLETE
843,843,0.6490510118404605,2022-11-29 22:04:22.708882,2022-11-29 22:04:33.685318,0 days 00:00:10.976436,balanced,21.0,,260,COMPLETE
844,844,0.6673175046730464,2022-11-29 22:04:33.901098,2022-11-29 22:04:54.860851,0 days 00:00:20.959753,balanced,32.0,0.7,960,COMPLETE
845,845,0.5541070606621896,2022-11-29 22:04:55.074450,2022-11-29 22:05:02.079154,0 days 00:00:07.004704,balanced,,log2,10,COMPLETE
